person_a,person_a_role,person_b,person_b_role,year,country,identifier
Pierre Brenner,composers,Roland Schweizer,lyricists,1966,CH,1966_CH
Berta Ambroz,artist,Mojmir Sepe,composers,1966,YU,1966_YU
Berta Ambroz,artist,Elza Budau,lyricists,1966,YU,1966_YU
Mojmir Sepe,composers,Elza Budau,lyricists,1966,YU,1966_YU
Raphael,artist,Manuel Alejandro,writers,1966,ES,1966_ES
Kenneth McKellar,artist,Cyril Ornadel,composers,1966,GB,1966_GB
Kenneth McKellar,artist,Peter Callander,lyricists,1966,GB,1966_GB
Cyril Ornadel,composers,Peter Callander,lyricists,1966,GB,1966_GB
Margot Eskens,artist,Walter Dobschinski,composers,1966,DE,1966_DE
Margot Eskens,artist,Hans Bradtke,lyricists,1966,DE,1966_DE
Walter Dobschinski,composers,Hans Bradtke,lyricists,1966,DE,1966_DE
Michèle Torr,artist,Bernard Kesslair,composers,1966,LU,1966_LU
Michèle Torr,artist,Jacques Chaumelle,lyricists,1966,LU,1966_LU
Bernard Kesslair,composers,Jacques Chaumelle,lyricists,1966,LU,1966_LU
Ann,artist,Ossi Runne,writers,1966,FI,1966_FI
Madalena Iglesias,artist,Carlos Canelhas,writers,1966,PT,1966_PT
Ulla Pia,artist,Erik Kåre,writers,1966,DK,1966_DK
Ulla Pia,artist,Ulla Pedersen,dancers,1966,DK,1966_DK
Erik Kåre,writers,Ulla Pedersen,dancers,1966,DK,1966_DK
Milly Scott,artist,Kees de Bruyn,composers,1966,NL,1966_NL
Milly Scott,artist,Gerrit den Braber,lyricists,1966,NL,1966_NL
Milly Scott,artist,Jan-Christiaan Meyer,backings,1966,NL,1966_NL
Kees de Bruyn,composers,Gerrit den Braber,lyricists,1966,NL,1966_NL
Kees de Bruyn,composers,Jan-Christiaan Meyer,backings,1966,NL,1966_NL
Gerrit den Braber,lyricists,Jan-Christiaan Meyer,backings,1966,NL,1966_NL
Dominique Walter,artist,Claude Carrère,composers,1966,FR,1966_FR
Dominique Walter,artist,Jacques Plante,lyricists,1966,FR,1966_FR
Claude Carrère,composers,Jacques Plante,lyricists,1966,FR,1966_FR
Tereza,artist,Gérard Bourgeois,composers,1966,MC,1966_MC
Tereza,artist,Jean-Max Rivière,lyricists,1966,MC,1966_MC
Gérard Bourgeois,composers,Jean-Max Rivière,lyricists,1966,MC,1966_MC
Domenico Modugno,artist,Domenico Modugno,writers,1966,IT,1966_IT
Sandie Shaw,artist,Marian Davies,backings,1967,GB,1967_GB
Sandie Shaw,artist,Phil Coulter,writers,1967,GB,1967_GB
Marian Davies,backings,Phil Coulter,writers,1967,GB,1967_GB
Sean Dunphy,artist,Michael Coffey,composers,1967,IE,1967_IE
Sean Dunphy,artist,Wesley Burrowes,lyricists,1967,IE,1967_IE
Michael Coffey,composers,Wesley Burrowes,lyricists,1967,IE,1967_IE
Noëlle Cordier,artist,Hubert Giraud,composers,1967,FR,1967_FR
Noëlle Cordier,artist,Pierre Delanoë,lyricists,1967,FR,1967_FR
Hubert Giraud,composers,Pierre Delanoë,lyricists,1967,FR,1967_FR
Vicky,artist,André Popp,composers,1967,LU,1967_LU
Vicky,artist,Pierre Cour,lyricists,1967,LU,1967_LU
André Popp,composers,Pierre Cour,lyricists,1967,LU,1967_LU
Minouche Barelli,artist,Serge Gainsbourg,writers,1967,MC,1967_MC
Raphael,artist,Manuel Alejandro,writers,1967,ES,1967_ES
Louis Neefs,artist,Paul Quintens,composers,1967,BE,1967_BE
Louis Neefs,artist,Phil van Cauwenbergh,lyricists,1967,BE,1967_BE
Paul Quintens,composers,Phil van Cauwenbergh,lyricists,1967,BE,1967_BE
Östen Warnerbring,artist,Marcus Österdahl,composers,1967,SE,1967_SE
Östen Warnerbring,artist,Patrice Hellberg,lyricists,1967,SE,1967_SE
Marcus Österdahl,composers,Patrice Hellberg,lyricists,1967,SE,1967_SE
Inge Brück,artist,Hans Blum,writers,1967,DE,1967_DE
Lado Leskovar,artist,Urban Koder,composers,1967,YU,1967_YU
Lado Leskovar,artist,Milan Lindič,lyricists,1967,YU,1967_YU
Urban Koder,composers,Milan Lindič,lyricists,1967,YU,1967_YU
Claudio Villa,artist,Gino Mescoli,composers,1967,IT,1967_IT
Claudio Villa,artist,Vito Pallavicini,lyricists,1967,IT,1967_IT
Gino Mescoli,composers,Vito Pallavicini,lyricists,1967,IT,1967_IT
Eduardo Nascimento,artist,Nuno Nazareth Fernandes,composers,1967,PT,1967_PT
Eduardo Nascimento,artist,João Magalhães Pereira,lyricists,1967,PT,1967_PT
Nuno Nazareth Fernandes,composers,João Magalhães Pereira,lyricists,1967,PT,1967_PT
Fredi,artist,Lasse Mårtenson,composers,1967,FI,1967_FI
Fredi,artist,Alvi Vuorinen,lyricists,1967,FI,1967_FI
Lasse Mårtenson,composers,Alvi Vuorinen,lyricists,1967,FI,1967_FI
Thérèse Steinmetz,artist,Johnny Holshuyzen,composers,1967,NL,1967_NL
Thérèse Steinmetz,artist,Gerrit den Braber,lyricists,1967,NL,1967_NL
Johnny Holshuyzen,composers,Gerrit den Braber,lyricists,1967,NL,1967_NL
Peter Horten,artist,Kurt Peche,composers,1967,AT,1967_AT
Peter Horten,artist,Karin Bognar,lyricists,1967,AT,1967_AT
Kurt Peche,composers,Karin Bognar,lyricists,1967,AT,1967_AT
Kirsti Sparboe,artist,Tor Hultin,composers,1967,NO,1967_NO
Kirsti Sparboe,artist,Ola B. Johannessen,lyricists,1967,NO,1967_NO
Tor Hultin,composers,Ola B. Johannessen,lyricists,1967,NO,1967_NO
Géraldine,artist,Daniel Faure,composers,1967,CH,1967_CH
Géraldine,artist,Gérard Gray,lyricists,1967,CH,1967_CH
Daniel Faure,composers,Gérard Gray,lyricists,1967,CH,1967_CH
Massiel,artist,Mercedes Valimaña,backings,1968,ES,1968_ES
Massiel,artist,Ramón Arcusa,writers,1968,ES,1968_ES
Mercedes Valimaña,backings,Ramón Arcusa,writers,1968,ES,1968_ES
Cliff Richard,artist,Phil Coulter,writers,1968,GB,1968_GB
Isabelle Aubret,artist,Daniel Faure,composers,1968,FR,1968_FR
Isabelle Aubret,artist,Henri Djian,lyricists,1968,FR,1968_FR
Daniel Faure,composers,Henri Djian,lyricists,1968,FR,1968_FR
Pat McGeegan,artist,John Kennedy,writers,1968,IE,1968_IE
Claes,artist,Peter Himmelstrand,writers,1968,SE,1968_SE
Wencke Myhre,artist,Horst Jankowski,composers,1968,DE,1968_DE
Wencke Myhre,artist,Carl J. Schäuble,lyricists,1968,DE,1968_DE
Horst Jankowski,composers,Carl J. Schäuble,lyricists,1968,DE,1968_DE
Claude Lombard,artist,Jo van Wetter,composers,1968,BE,1968_BE
Claude Lombard,artist,Roland Dero,lyricists,1968,BE,1968_BE
Jo van Wetter,composers,Roland Dero,lyricists,1968,BE,1968_BE
Line & Willy,artist,Jean-Claude Oliver,composers,1968,MC,1968_MC
Line & Willy,artist,Roland Valade,lyricists,1968,MC,1968_MC
Jean-Claude Oliver,composers,Roland Valade,lyricists,1968,MC,1968_MC
Luci Kapurso & Hamo Hajdarhodzic,artist,Stipica Kalogjera,composers,1968,YU,1968_YU
Luci Kapurso & Hamo Hajdarhodzic,artist,Stijepo Stražičić,lyricists,1968,YU,1968_YU
Stipica Kalogjera,composers,Stijepo Stražičić,lyricists,1968,YU,1968_YU
Sergio Endrigo,artist,Sergio Endrigo,writers,1968,IT,1968_IT
Carlos Mendes,artist,Pedro Osório,composers,1968,PT,1968_PT
Carlos Mendes,artist,José Alberto Diogo,lyricists,1968,PT,1968_PT
Pedro Osório,composers,José Alberto Diogo,lyricists,1968,PT,1968_PT
Chris Baldo & Sophie Garel,artist,Carlos Leresche,composers,1968,LU,1968_LU
Chris Baldo & Sophie Garel,artist,Jacques Demarny,lyricists,1968,LU,1968_LU
Carlos Leresche,composers,Jacques Demarny,lyricists,1968,LU,1968_LU
Karel Gott,artist,Udo Jürgens,composers,1968,AT,1968_AT
Karel Gott,artist,Walter Brandin,lyricists,1968,AT,1968_AT
Udo Jürgens,composers,Walter Brandin,lyricists,1968,AT,1968_AT
Gianni Mascolo,artist,Aldo D'Addario,composers,1968,CH,1968_CH
Gianni Mascolo,artist,Sanzio Chiesa,lyricists,1968,CH,1968_CH
Aldo D'Addario,composers,Sanzio Chiesa,lyricists,1968,CH,1968_CH
Odd Børre,artist,Tor Hultin,composers,1968,NO,1968_NO
Odd Børre,artist,Ola B. Johannessen,lyricists,1968,NO,1968_NO
Tor Hultin,composers,Ola B. Johannessen,lyricists,1968,NO,1968_NO
Ronnie Tober,artist,Joop Stokkermans,composers,1968,NL,1968_NL
Ronnie Tober,artist,Theo Strengers,lyricists,1968,NL,1968_NL
Joop Stokkermans,composers,Theo Strengers,lyricists,1968,NL,1968_NL
Kristina Hautala,artist,Esko Linnavalli,composers,1968,FI,1968_FI
Kristina Hautala,artist,Juha Vainio,lyricists,1968,FI,1968_FI
Esko Linnavalli,composers,Juha Vainio,lyricists,1968,FI,1968_FI
Salomé,artist,Maria José de Cerato,composers,1969,ES,1969_ES
Salomé,artist,Aniano Alcalde,lyricists,1969,ES,1969_ES
Salomé,artist,Tomeu Estaràs,backings,1969,ES,1969_ES
Maria José de Cerato,composers,Aniano Alcalde,lyricists,1969,ES,1969_ES
Maria José de Cerato,composers,Tomeu Estaràs,backings,1969,ES,1969_ES
Aniano Alcalde,lyricists,Tomeu Estaràs,backings,1969,ES,1969_ES
Lulu,artist,Alan Moorhouse,composers,1969,GB,1969_GB
Lulu,artist,Peter Warne,lyricists,1969,GB,1969_GB
Lulu,artist,Sunny Leslie,backings,1969,GB,1969_GB
Alan Moorhouse,composers,Peter Warne,lyricists,1969,GB,1969_GB
Alan Moorhouse,composers,Sunny Leslie,backings,1969,GB,1969_GB
Peter Warne,lyricists,Sunny Leslie,backings,1969,GB,1969_GB
Lenny Kuhr,artist,Lenny Kuhr,composers,1969,NL,1969_NL
Lenny Kuhr,artist,David Hartsema,lyricists,1969,NL,1969_NL
Lenny Kuhr,artist,Piet Souer,backings,1969,NL,1969_NL
Lenny Kuhr,composers,David Hartsema,lyricists,1969,NL,1969_NL
Lenny Kuhr,composers,Piet Souer,backings,1969,NL,1969_NL
David Hartsema,lyricists,Piet Souer,backings,1969,NL,1969_NL
Frida Boccara,artist,Émile Stern,composers,1969,FR,1969_FR
Frida Boccara,artist,Eddy Marnay,lyricists,1969,FR,1969_FR
Émile Stern,composers,Eddy Marnay,lyricists,1969,FR,1969_FR
Paola del Medico,artist,Henry Mayer,composers,1969,CH,1969_CH
Paola del Medico,artist,Jack Stark,lyricists,1969,CH,1969_CH
Henry Mayer,composers,Jack Stark,lyricists,1969,CH,1969_CH
Jean,artist,Jo Perrier,writers,1969,MC,1969_MC
Muriel Day and the Lindsays,artist,Michael Reade,writers,1969,IE,1969_IE
Louis Neefs,artist,Paul Quintens,composers,1969,BE,1969_BE
Louis Neefs,artist,Phil van Cauwenbergh,lyricists,1969,BE,1969_BE
Paul Quintens,composers,Phil van Cauwenbergh,lyricists,1969,BE,1969_BE
Tommy Körberg,artist,Roger Wallis,composers,1969,SE,1969_SE
Tommy Körberg,artist,Britt Lindeborg,lyricists,1969,SE,1969_SE
Roger Wallis,composers,Britt Lindeborg,lyricists,1969,SE,1969_SE
Siw Malmkvist,artist,Hans Blum,writers,1969,DE,1969_DE
Romuald,artist,Paul Mauriat,composers,1969,LU,1969_LU
Romuald,artist,André di Fusco,lyricists,1969,LU,1969_LU
Paul Mauriat,composers,André di Fusco,lyricists,1969,LU,1969_LU
Jarkko & Laura,artist,Toivo Kärki,composers,1969,FI,1969_FI
Jarkko & Laura,artist,Juha Vainio,lyricists,1969,FI,1969_FI
Toivo Kärki,composers,Juha Vainio,lyricists,1969,FI,1969_FI
Ivan & M's,artist,Milan Lentić,writers,1969,YU,1969_YU
Iva Zanicchi,artist,Piero Soffici,composers,1969,IT,1969_IT
Iva Zanicchi,artist,Carlo Daiano,lyricists,1969,IT,1969_IT
Piero Soffici,composers,Carlo Daiano,lyricists,1969,IT,1969_IT
Simone de Oliveira,artist,Nuno Nazareth Fernandes,composers,1969,PT,1969_PT
Simone de Oliveira,artist,José Carlos Ary dos Santos,lyricists,1969,PT,1969_PT
Nuno Nazareth Fernandes,composers,José Carlos Ary dos Santos,lyricists,1969,PT,1969_PT
Kirsti Sparboe,artist,Arne Bendiksen,writers,1969,NO,1969_NO
Dana,artist,Jackie Smith,writers,1970,IE,1970_IE
Mary Hopkin,artist,John Carter,writers,1970,GB,1970_GB
Katja Ebstein,artist,Christian Bruhn,composers,1970,DE,1970_DE
Katja Ebstein,artist,Günter Loose,lyricists,1970,DE,1970_DE
Christian Bruhn,composers,Günter Loose,lyricists,1970,DE,1970_DE
Henri Dès,artist,Henri Dès,writers,1970,CH,1970_CH
Guy Bonnet,artist,Guy Bonnet,composers,1970,FR,1970_FR
Guy Bonnet,artist,André-Pierre Dousset,lyricists,1970,FR,1970_FR
Guy Bonnet,composers,André-Pierre Dousset,lyricists,1970,FR,1970_FR
Julio Iglesias,artist,Mercedes Valimaña,backings,1970,ES,1970_ES
Julio Iglesias,artist,Julio Iglesias,writers,1970,ES,1970_ES
Mercedes Valimaña,backings,Julio Iglesias,writers,1970,ES,1970_ES
Patricia & Hearts of Soul,artist,Pieter Goemans,writers,1970,NL,1970_NL
Gianni Morandi,artist,Lucio Dalla,composers,1970,IT,1970_IT
Gianni Morandi,artist,Sergio Bardotti,lyricists,1970,IT,1970_IT
Lucio Dalla,composers,Sergio Bardotti,lyricists,1970,IT,1970_IT
Jean Vallée,artist,Jean Vallée,writers,1970,BE,1970_BE
Dominique Dussault,artist,Jimmy Walter,composers,1970,MC,1970_MC
Dominique Dussault,artist,Henri Djian,lyricists,1970,MC,1970_MC
Jimmy Walter,composers,Henri Djian,lyricists,1970,MC,1970_MC
Eva Sršen,artist,Mojmir Sepe,composers,1970,YU,1970_YU
Eva Sršen,artist,Dušan Velkaverh,lyricists,1970,YU,1970_YU
Mojmir Sepe,composers,Dušan Velkaverh,lyricists,1970,YU,1970_YU
David,artist,Yves de Vriendt,composers,1970,LU,1970_LU
David,artist,Eddy Marnay,lyricists,1970,LU,1970_LU
Yves de Vriendt,composers,Eddy Marnay,lyricists,1970,LU,1970_LU
Séverine,artist,Jean-Pierre Bourtayre,composers,1971,MC,1971_MC
Séverine,artist,Yves Dessca,lyricists,1971,MC,1971_MC
Jean-Pierre Bourtayre,composers,Yves Dessca,lyricists,1971,MC,1971_MC
Karina,artist,Rafael Trabucchelli,composers,1971,ES,1971_ES
Karina,artist,Tony Luz,lyricists,1971,ES,1971_ES
Karina,artist,Mercedes Valimaña,backings,1971,ES,1971_ES
Rafael Trabucchelli,composers,Tony Luz,lyricists,1971,ES,1971_ES
Rafael Trabucchelli,composers,Mercedes Valimaña,backings,1971,ES,1971_ES
Tony Luz,lyricists,Mercedes Valimaña,backings,1971,ES,1971_ES
Katja Ebstein,artist,Dieter Zimmermann,composers,1971,DE,1971_DE
Katja Ebstein,artist,Fred Jay,lyricists,1971,DE,1971_DE
Dieter Zimmermann,composers,Fred Jay,lyricists,1971,DE,1971_DE
Clodagh Rodgers,artist,John Worsley,composers,1971,GB,1971_GB
Clodagh Rodgers,artist,David Myers,lyricists,1971,GB,1971_GB
John Worsley,composers,David Myers,lyricists,1971,GB,1971_GB
Massimo Ranieri,artist,Enrico Polito,composers,1971,IT,1971_IT
Massimo Ranieri,artist,Giancarlo Bigazzi,lyricists,1971,IT,1971_IT
Enrico Polito,composers,Giancarlo Bigazzi,lyricists,1971,IT,1971_IT
Family Four,artist,Håkan Elmquist,writers,1971,SE,1971_SE
Saskia and Serge,artist,Joop Stokkermans,composers,1971,NL,1971_NL
Saskia and Serge,artist,Gerrit den Braber,lyricists,1971,NL,1971_NL
Joop Stokkermans,composers,Gerrit den Braber,lyricists,1971,NL,1971_NL
Markku Aro and Koivisto Sisters,artist,Rauno Lehtinen,writers,1971,FI,1971_FI
Markku Aro and Koivisto Sisters,artist,Anneli Koivisto,backings,1971,FI,1971_FI
Rauno Lehtinen,writers,Anneli Koivisto,backings,1971,FI,1971_FI
Tonicha,artist,Nuno Nazareth Fernandes,composers,1971,PT,1971_PT
Tonicha,artist,José Carlos Ary dos Santos,lyricists,1971,PT,1971_PT
Nuno Nazareth Fernandes,composers,José Carlos Ary dos Santos,lyricists,1971,PT,1971_PT
Serge Lama,artist,Alice Dona,composers,1971,FR,1971_FR
Serge Lama,artist,Jacques Demarny,lyricists,1971,FR,1971_FR
Alice Dona,composers,Jacques Demarny,lyricists,1971,FR,1971_FR
Angela Farrell,artist,Ita Flynn,writers,1971,IE,1971_IE
"Peter, Sue and Marc",artist,Peter Reber,composers,1971,CH,1971_CH
"Peter, Sue and Marc",artist,Maurice Tézé,lyricists,1971,CH,1971_CH
Peter Reber,composers,Maurice Tézé,lyricists,1971,CH,1971_CH
Monique Melsen,artist,Hubert Giraud,composers,1971,LU,1971_LU
Monique Melsen,artist,Pierre Cour,lyricists,1971,LU,1971_LU
Hubert Giraud,composers,Pierre Cour,lyricists,1971,LU,1971_LU
Lily Castel and Jacques Raymond,artist,Paul Quintens,composers,1971,BE,1971_BE
Lily Castel and Jacques Raymond,artist,Phil van Cauwenbergh,lyricists,1971,BE,1971_BE
Paul Quintens,composers,Phil van Cauwenbergh,lyricists,1971,BE,1971_BE
Krunoslav Slabinac,artist,Ivan Krajač,composers,1971,YU,1971_YU
Krunoslav Slabinac,artist,Zvonimir Golob,lyricists,1971,YU,1971_YU
Ivan Krajač,composers,Zvonimir Golob,lyricists,1971,YU,1971_YU
Marianne Mendt,artist,Richard Schönherz,writers,1971,AT,1971_AT
Hanne Krogh,artist,Arne Bendiksen,writers,1971,NO,1971_NO
Joe Grech,artist,Joe Grech,composers,1971,MT,1971_MT
Joe Grech,artist,Charles Mifsud,lyricists,1971,MT,1971_MT
Joe Grech,composers,Charles Mifsud,lyricists,1971,MT,1971_MT
Vicky Leandros,artist,Mario Panas,composers,1972,LU,1972_LU
Vicky Leandros,artist,Yves Dessca,lyricists,1972,LU,1972_LU
Mario Panas,composers,Yves Dessca,lyricists,1972,LU,1972_LU
The New Seekers,artist,Tony Cole,writers,1972,GB,1972_GB
Mary Roos,artist,Joachim Heider,composers,1972,DE,1972_DE
Mary Roos,artist,Joachim Relin,lyricists,1972,DE,1972_DE
Joachim Heider,composers,Joachim Relin,lyricists,1972,DE,1972_DE
Sandra & Andres,artist,Dries Holten,composers,1972,NL,1972_NL
Sandra & Andres,artist,Hans van Hemert,lyricists,1972,NL,1972_NL
Dries Holten,composers,Hans van Hemert,lyricists,1972,NL,1972_NL
The Milestones,artist,Richard Schönherz,composers,1972,AT,1972_AT
The Milestones,artist,Heinz Unger,lyricists,1972,AT,1972_AT
Richard Schönherz,composers,Heinz Unger,lyricists,1972,AT,1972_AT
Nicola di Bari,artist,Piero Pintucci,composers,1972,IT,1972_IT
Nicola di Bari,artist,Dalmazio Masini,lyricists,1972,IT,1972_IT
Piero Pintucci,composers,Dalmazio Masini,lyricists,1972,IT,1972_IT
Carlos Mendes,artist,José Calvário,composers,1972,PT,1972_PT
Carlos Mendes,artist,José Niza,lyricists,1972,PT,1972_PT
José Calvário,composers,José Niza,lyricists,1972,PT,1972_PT
Véronique Müller,artist,Véronique Müller,composers,1972,CH,1972_CH
Véronique Müller,artist,Catherine Desage,lyricists,1972,CH,1972_CH
Véronique Müller,composers,Catherine Desage,lyricists,1972,CH,1972_CH
Tereza,artist,Nikica Kalogjera,composers,1972,YU,1972_YU
Tereza,artist,Ivan Krajač,lyricists,1972,YU,1972_YU
Nikica Kalogjera,composers,Ivan Krajač,lyricists,1972,YU,1972_YU
Jaime Morey,artist,Augusto Algueró,composers,1972,ES,1972_ES
Jaime Morey,artist,Ramón Arcusa,lyricists,1972,ES,1972_ES
Augusto Algueró,composers,Ramón Arcusa,lyricists,1972,ES,1972_ES
Betty Mars,artist,Frédéric Botton,writers,1972,FR,1972_FR
Päivi Paunu and Kim Floor,artist,Nacke Johansson,composers,1972,FI,1972_FI
Päivi Paunu and Kim Floor,artist,Juha Flinck,lyricists,1972,FI,1972_FI
Nacke Johansson,composers,Juha Flinck,lyricists,1972,FI,1972_FI
Family Four,artist,Håkan Elmquist,writers,1972,SE,1972_SE
Grethe Kausland & Benny Borg,artist,Kåre Grøttum,writers,1972,NO,1972_NO
Sandie Jones,artist,Joe Burkett,composers,1972,IE,1972_IE
Sandie Jones,artist,Liam MacUistín,lyricists,1972,IE,1972_IE
Joe Burkett,composers,Liam MacUistín,lyricists,1972,IE,1972_IE
Anne,artist,Raymond Bernard,composers,1972,MC,1972_MC
Anne,artist,Jean Drejac,lyricists,1972,MC,1972_MC
Raymond Bernard,composers,Jean Drejac,lyricists,1972,MC,1972_MC
Serge and Christine Ghisoland,artist,Daniël Nelis,composers,1972,BE,1972_BE
Serge and Christine Ghisoland,artist,Daniël Nelis,lyricists,1972,BE,1972_BE
Serge and Christine Ghisoland,artist,Claude Lombard,backings,1972,BE,1972_BE
Daniël Nelis,composers,Daniël Nelis,lyricists,1972,BE,1972_BE
Daniël Nelis,composers,Claude Lombard,backings,1972,BE,1972_BE
Daniël Nelis,lyricists,Claude Lombard,backings,1972,BE,1972_BE
Helen & Joseph,artist,Charles Camilleri,composers,1972,MT,1972_MT
Helen & Joseph,artist,Albert Cassola,lyricists,1972,MT,1972_MT
Charles Camilleri,composers,Albert Cassola,lyricists,1972,MT,1972_MT
Anne,artist,Claude Morgan,composers,1973,LU,1973_LU
Anne,artist,Vline Buggy,lyricists,1973,LU,1973_LU
Anne,artist,Michel Costa,backings,1973,LU,1973_LU
Claude Morgan,composers,Vline Buggy,lyricists,1973,LU,1973_LU
Claude Morgan,composers,Michel Costa,backings,1973,LU,1973_LU
Vline Buggy,lyricists,Michel Costa,backings,1973,LU,1973_LU
Mocedades,artist,Juan Carlos Calderón,writers,1973,ES,1973_ES
Cliff Richard,artist,Guy Fletcher,writers,1973,GB,1973_GB
Cliff Richard,artist,Trevor Spencer,backings,1973,GB,1973_GB
Guy Fletcher,writers,Trevor Spencer,backings,1973,GB,1973_GB
Ilanit,artist,Nurit Hirsh,composers,1973,IL,1973_IL
Ilanit,artist,Ehud Manor,lyricists,1973,IL,1973_IL
Nurit Hirsh,composers,Ehud Manor,lyricists,1973,IL,1973_IL
The Nova and The Dolls,artist,Monica Dominique,composers,1973,SE,1973_SE
The Nova and The Dolls,artist,Lars Forssell,lyricists,1973,SE,1973_SE
The Nova and The Dolls,artist,Kerstin Dahl,backings,1973,SE,1973_SE
Monica Dominique,composers,Lars Forssell,lyricists,1973,SE,1973_SE
Monica Dominique,composers,Kerstin Dahl,backings,1973,SE,1973_SE
Lars Forssell,lyricists,Kerstin Dahl,backings,1973,SE,1973_SE
Marion Rung,artist,Rauno Lehtinen,composers,1973,FI,1973_FI
Marion Rung,artist,Bob Barratt,lyricists,1973,FI,1973_FI
Rauno Lehtinen,composers,Bob Barratt,lyricists,1973,FI,1973_FI
Bendik Singers,artist,Arne Bendiksen,composers,1973,NO,1973_NO
Bendik Singers,artist,Bob Williams,lyricists,1973,NO,1973_NO
Arne Bendiksen,composers,Bob Williams,lyricists,1973,NO,1973_NO
Gitte,artist,Günther-Eric Thöner,composers,1973,DE,1973_DE
Gitte,artist,Stephan Lego,lyricists,1973,DE,1973_DE
Günther-Eric Thöner,composers,Stephan Lego,lyricists,1973,DE,1973_DE
Marie,artist,Bernard Liamis,composers,1973,MC,1973_MC
Marie,artist,Boris Bergman,lyricists,1973,MC,1973_MC
Bernard Liamis,composers,Boris Bergman,lyricists,1973,MC,1973_MC
Fernando Tordo,artist,Fernando Tordo,composers,1973,PT,1973_PT
Fernando Tordo,artist,José Carlos Ary dos Santos,lyricists,1973,PT,1973_PT
Fernando Tordo,artist,Vítor Mamede,backings,1973,PT,1973_PT
Fernando Tordo,composers,José Carlos Ary dos Santos,lyricists,1973,PT,1973_PT
