year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,manually_replaced_url,performance_id,fraction_of_total_points,fraction_of_jury_points,fraction_of_tele_points,views,upload_date,likes,comments,video_title,fraction_of_views,view_rank,point_rank,weighted_average_total_rank,point_jury_rank,point_tele_rank,spotify_popularity,notes,spotify_rank
2022,ua,Ukraine,Kalush Orchestra,Stefania,1,1,12,6,1,631,1,337,439,192,202,135,Ihor Didenchuk;Tymofii Muzychuk;Vitalii Duzhyk,Ivan Klymenko;Oleh Psiuk,"Stefania\n\nStefania mamo mamo Stefania\nRozkvitaye pole, a vona syviye\nZaspivay meni mamo kolyskovu\nKhochu shche pochuty tvoye ridne slovo\n\nVona mene kolysala dala meni rytm i napevne sylu voli ne zabraty v mene, bo dala vona\nNapevne znala mozhe bilʹshe i vid Solomona\nLamanymy dorohamy pryydu ya zavzhdy do tebe\nVona ne rozbudytʹ, ne budytʹ, mene v sylʹni buri\nZabere v babuli dvi duli, niby vony kuli\nDuzhe dobre znala mene ne bula obmanuta, yak bula duzhe vtomlena, hoydala mene v takt\nLyuli lyuli lyuli…\n\nStefania mamo mamo Stefania\nRozkvitaye pole, a vona syviye\nZaspivay meni mamo kolyskovu\nKhochu shche pochuty tvoye ridne slovo\n\nYA ne v pelenakh no ma no ma, khvatytʹ, yak by ya ne vyris na vyrist za rechi platytʹ\nYA ne mala dytyna, vona dali nervy tratytʹ, ya hulyav, shlyak by tebe trafyv\nTy vse moloda o mamo na piku, yakshcho ne tsinyu opiku na piku slavy meni v tupyku\nZabyvayte piku tsyu piku, ya by popik spik, svoyeyu lyubovʺyu\nLyuli lyuli lyuli…\n\nStefania mamo mamo Stefania\nRozkvitaye pole, a vona syviye\nZaspivay meni mamo kolyskovu\nKhochu shche pochuty tvoye ridne slovo\n\nStefania mamo mamo Stefania\nRozkvitaye pole, a vona syviye\nZaspivay meni mаmo kolyskovu\nKhochu shche pochuty tvoye ridne ѕlovo",https://youtube.com/watch?v=F1fl60ypdLs,,2022-ua,0.135991379310345,0.0827586206896552,0.189224137931034,32952181,20220514,542523,100000,Kalush Orchestra - Stefania - LIVE - Ukraine 🇺🇦 - Grand Final - Eurovision 2022,0.0258016098089677,8,2,12.4166666666667,26,1,62,"Fixed, was not present",12.5
2008,ua,Ukraine,Ani Lorak,Shady Lady,2,2,18,4,2,230,1,152,,,,,Dimitris Kontopoulos;Philipp Kirkorov,Karen Kavaleryan,"You've been my superstar\nBut it's not what you are\nYou've been my super hero\nSince I've lived in your shade\nEvery step that I made\nBrought me nothing but zero\n\nBut I'm staying alive\nAnd now I'm changin' my life\nWith a burning desire\nNo one knows who I am\nBut I don't give a damn\nGonna set you on fire\n\nShady lady – I'm gonna strike like thunder\nAre you ready? I wanna make you wonder\nRollin' steady – I'm gonna make you shiver\nMy heart is burning\n\nShady lady – I'm gonna strike like thunder\nAre you ready? I wanna make you wonder\nRollin' steady – I'm gonna make you shiver\nMy heart is burning now\n\nJust take a look at me\nDeep inside and you'll see\nAll I kept under cover\nThere is one thing I bet\nYou're about to regret\nI'm no longer your lover\n\nI've just turned one more page\nI belong to the stage\nBaby, don't call me baby\n\nShady lady – I'm gonna strike like thunder\nAre you ready? I wanna make you wonder\nRollin' steady – I'm gonna make you shiver\nMy heart is burning now\n\n(Shady lady)\n(Shady lady)\n\nI wanna light you up and leave you alone\nI am a brand new star that you've never known\nI wanna light you up and leave you alone\nI am a brand new star that you've never known\n\n(Shady lady)\n(Are you ready?)\n\nShady lady – I'm gonna strike like thunder\nAre you ready? I wanna make you wonder\nRollin' steady – I'm gonna make you shiver\nMy heart is burning now",https://youtube.com/watch?v=L6M300uBc7U,,2008-ua,0.0922213311948677,,,4702894,20120402,30009,2500,Ani Lorak - Shady Lady - 🇺🇦 Ukraine - Grand Final - Eurovision 2008,0.0142488554863169,18,12,12.6666666666667,,,41,"Fixed, was missing",10
2018,il,Israel,Netta Barzilai,Toy,1,1,22,7,1,529,1,283,317,212,116,167,Doron Medalie;Jack White;Stav Beger,Doron Medalie;Stav Beger,"Ree, ouch, he, hm, la\nRee, ouch, he, hm, la\nRee, ouch, he, hm, la\n\nRee, ouch, he, hm, la\nRee, ouch, he, hm, la\nRee, ouch, he, hm, la\n\nLook at me, I'm a beautiful creature\nI don't care 'bout your modern-time preachers\nWelcome boys, too much noise, I will teach ya\nDrum pam pa ooh, drum pam pa ooh\n\nHey, I think you forgot how to play\nMy teddy bear's running away\nThe Barbie got something to say: Hey! Hey! Hey! Hey!\nMy 'Simon says' leave me alone\nI'm taking my Pikachu home\nYou're stupid just like your smartphone\n\nWonder Woman don't you ever forget\nYou're divine and he's about to regret\nHe's a bucka-mhm-buck-buck-buck-mhm boy\nBucka-mhm-buck-buck-buck\nI'm not your bucka-mhm-buck-mhm-buck-mhm\n\nI'm not your toy (Not your toy)\nYou stupid boy (Stupid boy)\nI'll take you down\nI'll make you watch me\nDancing with my dolls\nOn the MadaBaka Beat\nNot your toy (Kulului kululuu. Kulului kululuu)\n\nAh ah, ah ah, ani lo buba\nDon't you go and play with me boy!\nAh ah, ah ah, ani lo buba\nDon't you go and play… Shake!\n\n(Kulului kululuu) Wedding bells ringing\n(Kulului kululuu) Money man bling-bling\nI don't care about your Stefa, baby\nDrum pam pa ooh, drum pam pa ooh\n\nWonder Woman don't you ever forget\nYou're divine and he's about to regret\nHe's a bucka-mhm-buck-buck-buck-mhm boy\nBucka-mhm-buck-buck-buck\nI'm not your bucka-mhm-buck-mhm-buck-mhm\n\nI'm not your toy (Not your toy)\nYou stupid boy (Stupid boy)\nI'll take you down\nI'll make you watch me\nDancing with my dolls\nOn the MadaBaka Beat\n\nI'll t-t-t-take you now\nW-w-w-with me now, boy\n\n(I'm not your toy)\nYou stupid boy\nI'll take you down\nI'll make you watch me\nDancing with my dolls\nOn the MadaBaka Beat\n\n(I'm not your toy) Look at me, I'm a beautiful creature\n(You stupid boy) I don't care about your modern time preachers\n(I'm not your toy) Not your toy, not your toy, not your toy, toy\nI'm not your toy, not your toy, not your toy, toy",https://youtube.com/watch?v=84LBjXaeKk4,,2018-il,0.106054530874098,0.0850040096230954,0.1271050521251,52169901,20180512,497655,118000,Netta - Toy - Israel - LIVE - Grand Final - Eurovision 2018,0.0408491149455168,2,11,13.8333333333333,24,11,63,"Fixed, wrong number",11
2023,fi,Finland,Käärijä,Cha Cha Cha,2,,13,,2,526,,,376,150,,,Aleksi Nurmi;Johannes Naukkarinen;Jukka Sorsa,Jere Pöyhönen,"Cha Cha Cha\n\nRankka viikko ja paljon pitkii päiviä takan\nMielenkiintona piña colada ja rata\nIlta on vielä nuori ja aikaa kumota\nTää jäinen ulkokuori on aika tuhota\n\nPidän kaksin käsin kiinni juomista niinku\nCha, cha, cha, cha, cha, cha, cha, ei\nEn mieti huomista ku tartun tuopista niinku\nCha, cha, cha, cha, cha, cha, cha, ei\nHaluun olla sekasin ja vapaa huolista niinku\nCha, cha, cha, cha, cha, cha, cha, ei\nJa mä jatkan kunnes en enää pysy tuolissa niinku\n\nMuutama piña colada on jo takana\nSilti mul on vielä naamataulu vakava, yeah, yeah, ye, ye, yeah\nIlta on vielä nuori ja aikaa kumota\nTää jäinen ulkokuori on aika tuhota\nParketti kutsuu mua ku en oo enää lukossa\nNiinku cha cha cha mä oon tulossa\n\nPidän kaksin käsin kiinni juomista niinku\nCha, cha, cha, cha, cha, cha, cha, ei\nEn mieti huomista ku tartun tuopista niinku\nCha, cha, cha, cha, cha, cha, cha, ei\nHaluun olla sekasin ja vapaa huolista niinku\nCha, cha, cha, cha, cha, cha, cha, ei\nJa mä jatkan kunnes en enää pysy tuolissa niinku vou\n\nNyt lähden tanssimaan\nNiinku cha cha cha\nEnkä pelkääkään tätä maailmaa\nNiinku cha cha cha\nKun mä kaadan päälleni samppanjaa\n\nCha, cha, cha\nToinen silmä jo karsastaa\nJa puhe sammaltaa ku tää toinen puoli must vallan saa\nCha, cha, cha\nEn oo arkena tää mies laisinkaan\nEn oo mut tänään oon se mies, tänään oon se mies\n\nNyt lähden tanssimaan\nNiinku cha cha cha\nEnkä pelkääkään tätä maailmaa\nNiinku cha cha cha\nKun mä kaadan päälleni ѕamppanjaa\n\nNiinku cha cha cha\nCha, cha, cha, cha, cha, cha, cha, aha\nNiinku cha cha cha\nCha, cha, cha, cha, cha, cha, cha\nCha, cha, cha, cha, cha, cha, chа",https://youtube.com/watch?v=l6rS8Dv5g-8,,2023-fi,0.120919540229885,0.0698974836905871,0.17059891107078,34018508,20230513,362983,41000,Käärijä - Cha Cha Cha (LIVE) | Finland 🇫🇮 | Grand Final | Eurovision 2023,0.0266365455354608,7,7,14.5833333333333,34,2,72,Accurate,8.5
2014,se,Sweden,Sanna Nielsen,Undo,3,1,13,4,3,218,2,131,190,201,,,David Kreuger;Fredrik Kempe;K-One,,"Silent I just stood there silent\nWorking up a storm inside my head\nNothing I just stood for nothing\nSo I fell for everything you said\n\nHear the rumble\nHear my voice\n\nSilent I can't wait here silent\nGotta make a change \nAnd make some noise\n\nUndo my sad\nUndo what hurts so bad\nUndo my pain\nGonna get out, through the rain\nI know that I am over you\nAt last I know what I should do\nUndo my sad\n\nTrouble baby I'm in throuble\nEverytime I look into your eyes\nSave me oh I'm gonna save me \nFaraway from all the crazy lies\n\nHear the rumble\nHear my voice\n\nUndo my sad\nUndo what hurts so bad\nUndo my pain\nGonna get out, through the rain\nI know that I am over you\nAt last I know what I should do\nUndo my sad",https://youtube.com/watch?v=5PQJI-3LW-8,,2014-se,0.101584342963653,0.0936626281453868,0.0885368126747437,6940110,20140510,49751,3300,Sanna Nielsen - Undo (Sweden) LIVE Eurovision Song Contest 2014 Grand Final,0.010509286297332,17,12,15.1666666666667,13,18,50,Accurate,12
2008,gr,Greece,Kalomira,Secret Combination,3,1,21,19,3,218,1,156,,,,,Konstantinos Pantzis,Poseidon Giannopoulos,"Can you see it?\nCan you see it you have to discover me?\nWhat goes wrong when I am crying\nOr what I want when I'm smiling\n\nCan you feel it?\nCan you feel it that I'm not a little girl?\nYou're misunderstanding my way\nAnd all the roles that I like to play\n\nMy secret combination – it's a mystery for you\nUse your imagination, I'm not easy, but I'm true\nMy secret combination – boy, you have to try it hard\nTo win a destination in the centre of my heart\n\nMy secret combination – it's a mystery for you\nUse your imagination, I'm not easy, but I'm true\nMy secret combination – boy, you have to try it hard\nTo win a destination in the centre of my heart\n\nAn open book\nAn open book, well, I'm sorry, I am not\nSometimes I'm acting like a lady\nSometimes woman, sometimes baby\n\nMy secret combination – it's a mystery for you\nUse your imagination, I'm not easy, but I'm true\nMy secret combination – boy, you have to try it hard\nTo win a destination in the centre of my heart\n\nMy secret combination – it's a mystery for you\nUse your imagination, I'm not easy, but I'm true\nMy secret combination – boy, you have to try it hard\nTo win a destination in the centre of my heart\n\nMy secret combination – it's a mystery for you\nUse your imagination, I'm not easy, but I'm true\nMy secret combination – boy, you have to try it hard\nTo win a destination in the centre of my heart\nTo win a destination in the centre of my heart",https://youtube.com/watch?v=4HIk_7ZTBkM,,2008-gr,0.0874097834803528,,,5454680,20120403,34347,2400,Kalomira - Secret Combination - Greece 🇬🇷 - Grand Final - Eurovision 2008,0.0165266210644133,14,13,15.25,,,21,"Fixed, 0 was incorrect",25.5
2015,be,Belgium,Loïc Nottet,Rhythm Inside,4,1,13,3,4,217,2,149,195,217,,,Loïc Nottet;Luuk Cox,Beverly Jo Scott,"Listen to the sound of thunder\nRolling in the soul down under\nFar beneath the skin it rumbles\nStep to the step of the drum that rolls inside\n\nBe you enemy or lover\nWe are put here to discover\nThe heart that beats within each other\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat'll we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a cosmic track, love attack\nI'm gonna get that rhythm back\n\nBe you enemy or brother\nWe were put here to discover\nThe heart that beats within each other\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat'll we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a cosmic track, love attack\nI'm gonna get that rhythm back\n\nGonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat'll we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a cosmic track, love attack\nI'm gonna get that rhythm back",https://youtube.com/watch?v=IjH-HYAFICg,,2015-be,0.0935344827586207,0.0844357976653697,0.084051724137931,17233222,20150519,205815,12000,Loïc Nottet - Rhythm Inside (Belgium) - LIVE at Eurovision 2015: Semi-Final 1,0.0260959644477509,8,14,15.4166666666667,16,21,51,Accurate,10.5
2007,ru,Russia,Serebro,Song # 1,3,,15,,3,207,,,,,,,Maxim Fadeev,Daniil Babichev,"It's a dirty money track, yeah\nGirls, kick the flow\nListen to me\nAll my girls, get ready\nWe'll make it easy\n\nWhen I catch you pickin' me\nYou better get a chill\nBoy, you wanna take on me\n'Cause I'm your killin' pill\n\nCan't you see the way I move\nMy dress, my flashy skin?\nListen up, you know I got\nThe place you've never been\n\nSlow down (Slow down)\nBoy, you don't wanna let me down\nYou better stop, you know what?\n\nOh, don't call me funny bunny\nI'll blow your money, money\nI'll get you to my bad ass spinnin' for you\nOh, I'll make it easy, honey\nI'll take your money, yummy\nI've got my bitches standin' up next to me\n\nSo come and check it\nSo come and check it\nSo come and check it\nMy bad ass spinnin' for you\n\nSo come and check it\nSo come and check it\nSo come and check it\nMy bad ass spinnin' for you (Watch out)\n\nKeep on takin' over you\nIt's kinda gettin' free\nBaby boy, you know I still\nGot sexy freak in me\n\nGotta tease you, nasty guy\nSo take it, don't be shy\nPut your cherry on my cake\nAnd taste my cherry pie\n\nSlow down (Slow down)\nBoy, you don't wanna let me down\nYou better stop, you know what?\n\nOh, don't call me funny bunny\nI'll blow your money, money\nI'll get you to my bad ass spinnin' for you\nOh, I'll make it easy, honey\nI'll take your money, yummy\nI've got my bitches standin' up next to me\n\nMaybe I'll take you with me tonight\nMaybe you'll show me another way\nAnd find a reason for me to stay\nBut something I must tell you:\n\nFeel my vibration\nGet it\n\nOh, don't call me funny bunny\nI'll blow your money, money\nI'll get you to my bad ass spinnin' for you\nOh, I'll make it easy, honey\nI'll take your money, yummy\nI've got my bitches standin' up next to me\n\nSo come and check it\nSo come and check it\nSo come and check it\nMy bad ass spinnin' for you\n\nSo come and check it\nSo come and check it\nSo come and check it\nMy bad ass spinnin' for you",https://youtube.com/watch?v=MVPez6Zvr8g,,2007-ru,0.0849753694581281,,,4696983,20120111,35342,2400,Serebro - Song 1 - 🇷🇺 Russia - Grand Final - Eurovision 2007,0.0142309463042729,19,14,15.5,,,34,"Fixed, was missing",18
2019,it,Italy,Mahmood,Soldi,2,,22,,2,472,,,253,219,,,Charlie Charles;Dario Faini;Mahmood,,"In periferia fa molto caldo\nMamma stai tranquilla, sto arrivando\nTe la prenderai per un bugiardo\nTi sembrava amore ma era altro\nBeve champagne sotto Ramadan\nAlla TV danno Jackie Chan\nFuma narghilè, mi chiede come va\n\nMi chiede come va, come va, come va\nSai già come va, come va, come va\nPenso più veloce per capire\nSe domani tu mi fregherai\nNon ho tempo per chiarire\nPerché solo ora so cosa sei\nÈ difficile stare al mondo\nQuando perdi l'orgoglio\nLasci casa in un giorno\nTu dimmi se\n\nPensavi solo ai soldi, soldi\nCome se avessi avuto soldi, soldi\nDimmi se ti manco o te ne fotti, fotti\nMi chiedevi come va, come va, come va\nAdesso come va, come va, come va\n\nCiò che devi dire non l'hai detto\nTradire è una pallottola nel petto\nPrendi tutta la tua carità\nMenti a casa ma lo sai che lo sa\nSu una sedia lei mi chiederà\n\nMi chiede come va, come va, come va\nSai già come va, come va, come va\nPenso più veloce per capire\nSe domani tu mi fregherai\nNon ho tempo per chiarire\nPerché solo ora so cosa sei\nÈ difficile stare al mondo\nQuando perdi l'orgoglio\nHo capito in un secondo\nChe tu da me\n\nVolevi solo soldi, soldi\nCome se avessi avuto soldi, soldi\nPrima mi parlavi fino a tardi, tardi\nMi chiedevi come va, come va, come va\nAdesso come va, come va, come va\n\nWaladi waladi habibi ta'aleena*\nMi dicevi giocando, giocando con aria fiera\nWaladi waladi habibi, sembrava vera\nLa voglia, la voglia di tornare come prima\n\nIo da te non ho voluto soldi\nÈ difficile stare al mondo\nQuando perdi l'orgoglio\nLasci casa in un giorno\nTu dimmi se\n\nVolevi solo soldi, soldi\nCome se avessi avuto soldi, soldi\nLasci la città ma nessuno lo sa\nIeri eri qua, ora dove sei papà?\nMi chiedi come va, come va, come va\nSai già come va, come va, come va\n\n\n\n\n\n* ""Waladi waladi habibi ta'aleena"" (ولدي, ولدي, حبيبي تعال هنا)\nLa frase significa: ""Figlio mio, figlio mio, amore, vieni qua""",https://youtube.com/watch?v=M-aoyPa41Ic,,2019-it,0.0992430613961312,0.092094196804037,0.106391925988225,30636101,20190518,404693,23000,Mahmood - Soldi - Italy 🇮🇹 - Grand Final - Eurovision 2019,0.0239881155080487,11,18,15.5,18,18,66,"Fixed, 0 was incorrect",10
2008,am,Armenia,Sirusho,"Qele, Qele",4,1,5,14,4,199,2,139,,,,,H.A. Der-Hovagimian,Sirusho,"Yes im hay hoghits\nEka berem\nHove sareri\nLuyse arevi\n\nYou wanna be with me\nYou think and dream of me\nCome qele, move qele\n\nInstead of watching me\nYou should be reaching me\nCome qele, move qele\n\n(Qe... qe... qe... qele)\n\nQele, qele\nQele, qele\nQele, qele\nQele...\n\nTime is here tonight\nYou should make it right\nTo end our fight\nJust hold me tight\n\nHold me tight\nHold me tight, qele...\n\nYou wanna be with me\nYou think and dream of me\nCome qele, move qele\n\nInstead of watching me\nYou should be reaching me\nCome qele, move qele\n\n(Qe... qe... qe... qele)\n\nQele, qele\nQele, qele\nQele, qele\nQele...\n\nTime is here tonight\nYou should make it right\nTo end our fight\nJust hold me tight\n\nQele...\nQele...\n\n(Qele, qele, qele)\n\nQele, qele\nQele, qele\nQele, qele\nQele...\n\nTime is here tonight\nYou should make it right\nTo end our fight\nJust hold me tight\n\n(Qe... qe... qe... qele)",https://youtube.com/watch?v=bridO-wD7c8,,2008-am,0.0797914995990377,,,5659410,20160913,32056,2900,"Sirusho - Qele, Qele (Armenia) Live 2008 Eurovision Song Contest",0.0171469132044687,13,18,16.1666666666667,,,40,"Fixed, was missing",12
2017,bg,Bulgaria,Kristian Kostov,Beautiful Mess,2,2,25,15,2,615,1,403,337,278,204,199,Alex Omar;Alexander V. Blay;Borislav Milanov;Joacim Persson;Sebastian Arman,,"When the world shakes us\nTrying to take us out of line\nFear of tomorrow\nFeelings we borrow for a time\n\nWater so deep, how do we breathe?\nHow do we climb?\nSo we stay in this mess\nThis beautiful mess tonight\n\nAnd we don't have a thing to lose\nNo matter what they say or do\nI don't want nothing more\nOur love is untouchable\n\nEven in the line of fire\nWhen everything is on the wire\nEven up against the wall\nOur love is untouchable\n\nOur love is untouchable\n\nWhen the colours turn grey\nAnd the lights all fade to black again\nWe're in over our heads\nBut somehow we make it back again\n\nWater so deep, how do we breathe?\nHow do we climb?\nSo we stay in this mess\nThis beautiful mess tonight\n\nAnd we don't have a thing to lose\nNo matter what they say or do\nI don't want nothing more\nOur love is untouchable\n\nEven in the line of fire\nWhen everything is on the wire\nEven up against the wall\nOur love is untouchable\n\nEven in the line of fire\nWhen everything is on the wire\nEven up against the wall\nOur love is untouchable",https://youtube.com/watch?v=OMmm-G078LM,,2017-bg,0.126231527093596,0.114121510673235,0.138341543513957,6284126,20170513,106223,8500,Kristian Kostov - Beautiful Mess (Bulgaria) LIVE at the 2017 Eurovision Song Contest,0.00492048059102337,46,5,16.6666666666667,7,9,50,ccurate,22
2016,ua,Ukraine,Jamala,1944,1,2,21,14,1,534,2,287,323,211,152,135,Jamala,,"When strangers are coming\nThey come to your house\nThey kill you all and say\nWe're not guilty, not guilty\n\nWhere is your mind? Humanity cries\nYou think you are gods but everyone dies\nDon't swallow my soul\nOur souls\n\nYaşlığıma toyalmadım\nMen bu yerde yaşalmadım\nYaşlığıma toyalmadım\nMen bu yerde yaşalmadım\n\nWe could build a future\nWhere people are free\nTo live and love\nThe happiest time, our time\n\nWhere is your heart? Humanity rise\nYou think you are gods but everyone dies\nDon't swallow my soul\nOur souls\n\nYaşlığıma toyalmadım, ooh\nMen bu yerde yaşalmadım\nYaşlığıma toyalmadım\nMen bu yerde yaşalmadım\n\nYaşlığıma toyalmadım, oh, oh\nMen bu yerde yaşalmadım\nYaşlığıma toyalmadım\nVatanıma toyalmadım",https://youtube.com/watch?v=B-rnM-MwRHY,,2016-ua,0.109605911330049,0.0866174055829228,0.132594417077176,31417459,20160514,342891,52000,Jamala - 1944 - 🇺🇦 Ukraine - Grand Final - Eurovision 2016,0.0245999200571046,10,10,16.8333333333333,23,10,48,Accurate,25
2022,es,Spain,Chanel,SloMo,3,,10,,3,459,,,228,231,,,,,,https://www.youtube.com/watch?v=jSQYTt4xg3I,,2022-es,0.0989224137931034,0.0995689655172414,0.0982758620689655,40412886,20220514,435505,75000,Chanel - SloMo - LIVE - Spain 🇪🇸 - Grand Final - Eurovision 2022,0.0316433536167544,6,19,17.3333333333333,16,26,61,"Fixed, was inaccurate",14
2024,fr,France,Slimane,Mon amour,4,,25,,4,445,,,227,218,,,Meïr Salah;Slimane;Yaacov Salah,Slimane,"Mon amour\n\nMon amour\nDis-moi à quoi tu penses\nSi tout ça a un sens\nDésolé si je te dérange\n\nMon amour\nTe souviens-tu de nous ?\nDu premier rendez-vous ?\nC'était beau, c'était fou\n\nJe t'aime\nJ'sais pas pourquoi\nJe rejoue la scène\nMais c'est toujours la même fin qui recommence\nTu n'entends pas\nMa peine, on en fait quoi ?\nEst-ce que tu m'aimes ou pas ?\n\nMon amour\nJe ferai tout ce que je peux\nUn océan dans le feu\nL'impossible si tu le veux\n\nOh Mon amour\nAllez reviens à Paris\nFais-le pour nous je t'en supplie\nJe le promets j'ai compris\n\nJe t'aime\nJ'sais pas pourquoi\nJe rejoue la scène\nMais c'est toujours la même fin qui recommence\nTu n'entends pas\nMa peine, on en fait quoi ?\nEst-ce que tu m'aimes ou pas ?\n\nDis-moi l'endroit, je t'attendrai\nEt si tu ne viens pas, je t'attendrai\nC'est bête je sais, je le ferai\nRempli d'espoir je t'attendrai\n\nJe t'aime\nJ'sais pas pourquoi\nJe rejoue la scène\nMais c'est toujours la même fin qui recommence\nTu n'entends pas\nMa peine, on en fait quoi ?\nEst-ce que tu m'aimes\n\nEst-ce que tu m'aimes ?\nEst-ce que tu m'aimes ?\nEst-ce que tu m'aimes ?\nOu pаѕ ?",https://youtube.com/watch?v=-XyLecY2JyE,,2024-fr,0.102298850574713,0.101584342963653,0.102994555353902,8662709,20240511,215016,14000,Slimane - Mon Amour (LIVE) | France 🇫🇷 | Grand Final | Eurovision 2024,0.00678291483973802,36,15,17.6666666666667,12,21,81,Accurate,4
