year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,manually_replaced_url,performance_id,fraction_of_total_points,fraction_of_jury_points,fraction_of_tele_points,views,upload_date,likes,comments,video_title,fraction_of_views,view_rank,point_rank,weighted_average_total_rank,point_jury_rank,point_tele_rank,spotify_popularity,notes
2016,ua,Ukraine,Jamala,1944,1,2,21,14,1,534,2,287,323,211,152,135,Jamala,,"When strangers are coming\nThey come to your house\nThey kill you all and say\nWe're not guilty, not guilty\n\nWhere is your mind? Humanity cries\nYou think you are gods but everyone dies\nDon't swallow my soul\nOur souls\n\nYaÅŸlÄ±ÄŸÄ±ma toyalmadÄ±m\nMen bu yerde yaÅŸalmadÄ±m\nYaÅŸlÄ±ÄŸÄ±ma toyalmadÄ±m\nMen bu yerde yaÅŸalmadÄ±m\n\nWe could build a future\nWhere people are free\nTo live and love\nThe happiest time, our time\n\nWhere is your heart? Humanity rise\nYou think you are gods but everyone dies\nDon't swallow my soul\nOur souls\n\nYaÅŸlÄ±ÄŸÄ±ma toyalmadÄ±m, ooh\nMen bu yerde yaÅŸalmadÄ±m\nYaÅŸlÄ±ÄŸÄ±ma toyalmadÄ±m\nMen bu yerde yaÅŸalmadÄ±m\n\nYaÅŸlÄ±ÄŸÄ±ma toyalmadÄ±m, oh, oh\nMen bu yerde yaÅŸalmadÄ±m\nYaÅŸlÄ±ÄŸÄ±ma toyalmadÄ±m\nVatanÄ±ma toyalmadÄ±m",https://youtube.com/watch?v=B-rnM-MwRHY,,2016-ua,0.109605911330049,0.0866174055829228,0.132594417077176,31417459,20160514,342891,52000,Jamala - 1944 - ðŸ‡ºðŸ‡¦ Ukraine - Grand Final - Eurovision 2016,0.0245999200571046,10,10,14.3333333333333,23,10,48,Accurate
2015,be,Belgium,LoÃ¯c Nottet,Rhythm Inside,4,1,13,3,4,217,2,149,195,217,,,LoÃ¯c Nottet;Luuk Cox,Beverly Jo Scott,"Listen to the sound of thunder\nRolling in the soul down under\nFar beneath the skin it rumbles\nStep to the step of the drum that rolls inside\n\nBe you enemy or lover\nWe are put here to discover\nThe heart that beats within each other\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat'll we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a cosmic track, love attack\nI'm gonna get that rhythm back\n\nBe you enemy or brother\nWe were put here to discover\nThe heart that beats within each other\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat'll we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a cosmic track, love attack\nI'm gonna get that rhythm back\n\nGonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat'll we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a cosmic track, love attack\nI'm gonna get that rhythm back",https://youtube.com/watch?v=IjH-HYAFICg,,2015-be,0.0935344827586207,0.0844357976653697,0.084051724137931,17233222,20150519,205815,12000,LoÃ¯c Nottet - Rhythm Inside (Belgium) - LIVE at Eurovision 2015: Semi-Final 1,0.0260959644477509,8,14,15,16,21,51,Accurate
2024,hr,Croatia,Baby Lasagna,Rim Tim Tagi Dim,2,,23,,2,547,,,337,210,,,Marko PuriÅ¡iÄ‡,,"Rim Tim Tagi Dim\n\nAy, I'm a big boy now\nI'm ready to leave, ciao, mama, ciao\nAy, I'm a big boy now\nI'm going away and I sold my cow\nBefore I leave, I must confess\nI need a round of decompress\nOne more time for all the good times\nRim tim tagi digi dim tim tim\n\nGonna miss you all but mostly the cat\nGonna miss my hay, gonna miss my bed\nMost of all, I'ma miss the dance\nSo come on y'all, let us prance\n\nNow don't call, don't write\nI'm leavin' with the first light\nDon't cry, but dance\nRim tim tagi digi dim tim tim\n\nThere's no going back\nMy presence fades to black\nYeah, there's no going back\nMy anxiety attacks\nRim tim tagi digi dim tim tagi digi\n\nI hope I find peace in the noise\nWanna become one of them city boys\nThey're all so pretty and so advanced\nMaybe they also know our dance\n\nBye mom, bye dad\nMeow, cat, please meow back\nDon't cry, just dance\nRim tim tagi digi dim tim tim\n\nThere's no going back\nMy presence fades to black\nYeah, there's no going back\nMy anxiety attacks\nRim tim tagi digi dim tim tagi digi\n\nThere's no going back\nMy presence fades to black\nThere's no going back\nMy anxiety attacks\nRim tim tagi digi dim tim tagi digi\n\nThere's no going back\nMy presence fades to black\nYeah, there's no going back\nMy anxiety attackÑ•\nRim tim tagi digi dim tim tÐ°gi digi dim",https://youtube.com/watch?v=YIBjarAiAVc,,2024-hr,0.125747126436782,0.097856477166822,0.152903811252269,12087316,20240511,247383,23000,Baby Lasagna - Rim Tim Tagi Dim (LIVE) | Croatia ðŸ‡­ðŸ‡· | Grand Final | Eurovision 2024,0.00946438753385376,24,6,15,17,4,82,Accurate
2007,ru,Russia,Serebro,Song # 1,3,,15,,3,207,,,,,,,Maxim Fadeev,Daniil Babichev,"It's a dirty money track, yeah\nGirls, kick the flow\nListen to me\nAll my girls, get ready\nWe'll make it easy\n\nWhen I catch you pickin' me\nYou better get a chill\nBoy, you wanna take on me\n'Cause I'm your killin' pill\n\nCan't you see the way I move\nMy dress, my flashy skin?\nListen up, you know I got\nThe place you've never been\n\nSlow down (Slow down)\nBoy, you don't wanna let me down\nYou better stop, you know what?\n\nOh, don't call me funny bunny\nI'll blow your money, money\nI'll get you to my bad ass spinnin' for you\nOh, I'll make it easy, honey\nI'll take your money, yummy\nI've got my bitches standin' up next to me\n\nSo come and check it\nSo come and check it\nSo come and check it\nMy bad ass spinnin' for you\n\nSo come and check it\nSo come and check it\nSo come and check it\nMy bad ass spinnin' for you (Watch out)\n\nKeep on takin' over you\nIt's kinda gettin' free\nBaby boy, you know I still\nGot sexy freak in me\n\nGotta tease you, nasty guy\nSo take it, don't be shy\nPut your cherry on my cake\nAnd taste my cherry pie\n\nSlow down (Slow down)\nBoy, you don't wanna let me down\nYou better stop, you know what?\n\nOh, don't call me funny bunny\nI'll blow your money, money\nI'll get you to my bad ass spinnin' for you\nOh, I'll make it easy, honey\nI'll take your money, yummy\nI've got my bitches standin' up next to me\n\nMaybe I'll take you with me tonight\nMaybe you'll show me another way\nAnd find a reason for me to stay\nBut something I must tell you:\n\nFeel my vibration\nGet it\n\nOh, don't call me funny bunny\nI'll blow your money, money\nI'll get you to my bad ass spinnin' for you\nOh, I'll make it easy, honey\nI'll take your money, yummy\nI've got my bitches standin' up next to me\n\nSo come and check it\nSo come and check it\nSo come and check it\nMy bad ass spinnin' for you\n\nSo come and check it\nSo come and check it\nSo come and check it\nMy bad ass spinnin' for you",https://youtube.com/watch?v=MVPez6Zvr8g,,2007-ru,0.0849753694581281,,,4696983,20120111,35342,2400,Serebro - Song 1 - ðŸ‡·ðŸ‡º Russia - Grand Final - Eurovision 2007,0.0142309463042729,19,14,15.6666666666667,,,34,"Fixed, was missing"
2019,it,Italy,Mahmood,Soldi,2,,22,,2,472,,,253,219,,,Charlie Charles;Dario Faini;Mahmood,,"In periferia fa molto caldo\nMamma stai tranquilla, sto arrivando\nTe la prenderai per un bugiardo\nTi sembrava amore ma era altro\nBeve champagne sotto Ramadan\nAlla TV danno Jackie Chan\nFuma narghilÃ¨, mi chiede come va\n\nMi chiede come va, come va, come va\nSai giÃ  come va, come va, come va\nPenso piÃ¹ veloce per capire\nSe domani tu mi fregherai\nNon ho tempo per chiarire\nPerchÃ© solo ora so cosa sei\nÃˆ difficile stare al mondo\nQuando perdi l'orgoglio\nLasci casa in un giorno\nTu dimmi se\n\nPensavi solo ai soldi, soldi\nCome se avessi avuto soldi, soldi\nDimmi se ti manco o te ne fotti, fotti\nMi chiedevi come va, come va, come va\nAdesso come va, come va, come va\n\nCiÃ² che devi dire non l'hai detto\nTradire Ã¨ una pallottola nel petto\nPrendi tutta la tua caritÃ \nMenti a casa ma lo sai che lo sa\nSu una sedia lei mi chiederÃ \n\nMi chiede come va, come va, come va\nSai giÃ  come va, come va, come va\nPenso piÃ¹ veloce per capire\nSe domani tu mi fregherai\nNon ho tempo per chiarire\nPerchÃ© solo ora so cosa sei\nÃˆ difficile stare al mondo\nQuando perdi l'orgoglio\nHo capito in un secondo\nChe tu da me\n\nVolevi solo soldi, soldi\nCome se avessi avuto soldi, soldi\nPrima mi parlavi fino a tardi, tardi\nMi chiedevi come va, come va, come va\nAdesso come va, come va, come va\n\nWaladi waladi habibi ta'aleena*\nMi dicevi giocando, giocando con aria fiera\nWaladi waladi habibi, sembrava vera\nLa voglia, la voglia di tornare come prima\n\nIo da te non ho voluto soldi\nÃˆ difficile stare al mondo\nQuando perdi l'orgoglio\nLasci casa in un giorno\nTu dimmi se\n\nVolevi solo soldi, soldi\nCome se avessi avuto soldi, soldi\nLasci la cittÃ  ma nessuno lo sa\nIeri eri qua, ora dove sei papÃ ?\nMi chiedi come va, come va, come va\nSai giÃ  come va, come va, come va\n\n\n\n\n\n* ""Waladi waladi habibi ta'aleena"" (ÙˆÙ„Ø¯ÙŠ, ÙˆÙ„Ø¯ÙŠ, Ø­Ø¨ÙŠØ¨ÙŠ ØªØ¹Ø§Ù„ Ù‡Ù†Ø§)\nLa frase significa: ""Figlio mio, figlio mio, amore, vieni qua""",https://youtube.com/watch?v=M-aoyPa41Ic,,2019-it,0.0992430613961312,0.092094196804037,0.106391925988225,30636101,20190518,404693,23000,Mahmood - Soldi - Italy ðŸ‡®ðŸ‡¹ - Grand Final - Eurovision 2019,0.0239881155080487,11,18,15.6666666666667,18,18,66,"Fixed, 0 was incorrect"
2014,se,Sweden,Sanna Nielsen,Undo,3,1,13,4,3,218,2,131,190,201,,,David Kreuger;Fredrik Kempe;K-One,,"Silent I just stood there silent\nWorking up a storm inside my head\nNothing I just stood for nothing\nSo I fell for everything you said\n\nHear the rumble\nHear my voice\n\nSilent I can't wait here silent\nGotta make a change \nAnd make some noise\n\nUndo my sad\nUndo what hurts so bad\nUndo my pain\nGonna get out, through the rain\nI know that I am over you\nAt last I know what I should do\nUndo my sad\n\nTrouble baby I'm in throuble\nEverytime I look into your eyes\nSave me oh I'm gonna save me \nFaraway from all the crazy lies\n\nHear the rumble\nHear my voice\n\nUndo my sad\nUndo what hurts so bad\nUndo my pain\nGonna get out, through the rain\nI know that I am over you\nAt last I know what I should do\nUndo my sad",https://youtube.com/watch?v=5PQJI-3LW-8,,2014-se,0.101584342963653,0.0936626281453868,0.0885368126747437,6940110,20140510,49751,3300,Sanna Nielsen - Undo (Sweden) LIVE Eurovision Song Contest 2014 Grand Final,0.010509286297332,17,12,16,13,18,50,Accurate
2022,es,Spain,Chanel,SloMo,3,,10,,3,459,,,228,231,,,,,,https://www.youtube.com/watch?v=jSQYTt4xg3I,,2022-es,0.0989224137931034,0.0995689655172414,0.0982758620689655,40412886,20220514,435505,75000,Chanel - SloMo - LIVE - Spain ðŸ‡ªðŸ‡¸ - Grand Final - Eurovision 2022,0.0316433536167544,6,19,16,16,26,61,"Fixed, was inaccurate"
2008,am,Armenia,Sirusho,"Qele, Qele",4,1,5,14,4,199,2,139,,,,,H.A. Der-Hovagimian,Sirusho,"Yes im hay hoghits\nEka berem\nHove sareri\nLuyse arevi\n\nYou wanna be with me\nYou think and dream of me\nCome qele, move qele\n\nInstead of watching me\nYou should be reaching me\nCome qele, move qele\n\n(Qe... qe... qe... qele)\n\nQele, qele\nQele, qele\nQele, qele\nQele...\n\nTime is here tonight\nYou should make it right\nTo end our fight\nJust hold me tight\n\nHold me tight\nHold me tight, qele...\n\nYou wanna be with me\nYou think and dream of me\nCome qele, move qele\n\nInstead of watching me\nYou should be reaching me\nCome qele, move qele\n\n(Qe... qe... qe... qele)\n\nQele, qele\nQele, qele\nQele, qele\nQele...\n\nTime is here tonight\nYou should make it right\nTo end our fight\nJust hold me tight\n\nQele...\nQele...\n\n(Qele, qele, qele)\n\nQele, qele\nQele, qele\nQele, qele\nQele...\n\nTime is here tonight\nYou should make it right\nTo end our fight\nJust hold me tight\n\n(Qe... qe... qe... qele)",https://youtube.com/watch?v=bridO-wD7c8,,2008-am,0.0797914995990377,,,5659410,20160913,32056,2900,"Sirusho - Qele, Qele (Armenia) Live 2008 Eurovision Song Contest",0.0171469132044687,13,18,16.3333333333333,,,40,"Fixed, was missing"
2013,no,Norway,Margaret Berger,I Feed You My Love,4,2,24,13,4,191,3,120,191,191,,,Karin Park;Niklas Olovson;Robin Lynch,,"A cocoon in a silent tree\nThrough the dark night you listen to me\nWhen I whisper broken words in your ear\n\nAnd you push, you push me hard to the surface\nI'm blinded at heart, but you wake me\nYou wake me up from the snow where I was born\n\nNow I can see\nThe whole world is mine\nI can touch and feel\nI feed you my love\n\nYou put a knife against my back\nAnd you dare me to face the attack\nYou say for cowards, there's no reward\nFeel the heat\n\nOh... take my hand, I trust your word\nBring the fire, I don't care if it hurts\nI have the future on my tongue\nGive me a kiss\n\nNow I can see\nThe whole world is mine\nI can touch and feel\nSo I feed you my love\n\nYou put a knife against my back\nAnd you dare me to face the attack\nYou say for cowards, there's no reward\nI have the future on my tongue\n\nNow I can see, whoh...\nThe whole world is mine\nI can touch and feel, mmh yeah...\nSo I feed you my love\nFeed you my love\nSo I feed you my love",https://youtube.com/watch?v=gjm-kCOMaPY,,2013-no,0.0844385499557913,0.0844385499557913,0.0844385499557913,5581583,20130313,33130,6800,Margaret Berger - I Feed You My Love (Norway) 2013 Eurovision Song Contest,0.00845209279670227,22,20,19,15,20,30,Accurate
2006,ro,Romania,Mihai Traistariu,Tornero,4,,12,,4,172,,,,,,,Eduard CÃ®rcotÄƒ,Cristian Hriscu;Mihaela Deac,"Yeah\n\nI'm keeping your smile on my mind every day\nI'm feeling your touch on my face even while you're away\nLike when was together in that dream that could've been so right, hey\nLike when was together in that dream that could've been so right\n\nTornerÃ², tornerÃ²\nLa mia vita ti darÃ²\nTornerai, tornerai\nMia per sempre tu sarai\n\nTornerÃ², tornerÃ²\nLa mia vita ti darÃ²\nTornerai, tornerai\nMia per sempre tu sarai\n\nI wonder why I should feel so empty these days\nI wonder why I should fall now while you're away\nWe'll dance together in that dream that could've been so right, hey\nWe'll dance together in that dream that could've been so right\n\nTornerÃ², tornerÃ²\nLa mia vita ti darÃ²\nTornerai, tornerai\nMia per sempre tu sarai\n\nI'm keeping your smile in my mind\nI'm feeling your touch on my face\nI just really miss you and I wanna kiss you\nAnd I wonder why, why I didn't know\nAnd I wonder why I didn't know\n\nTornerÃ², tornerÃ²\nLa mia vita ti darÃ²\nTornerai, tornerai\nMia per sempre tu sarai\n\nTornerÃ², tornerÃ²\nLa mia vita ti darÃ²\nTornerai, tornerai\nMia per sempre tu sarai",https://youtube.com/watch?v=1SyPb8IOimE,,2006-ro,0.0780399274047187,,,2319352,20130417,19658,1600,Mihai Traistariu - TornerÃ² - ðŸ‡·ðŸ‡´ Romania - Grand Final - Eurovision 2006,0.00702718612622356,21,19,19.6666666666667,,,25,Accurate
2016,au,Australia,Dami Im,Sound of Silence,2,2,13,10,2,511,1,330,191,320,142,188,Anthony Egizii;David Musumeci,,Growing tired and weary brown eyes\nTrying to feel your love through face time \nSymphonies of dreams and highlights \nCaught up in this crazy fast life\nBut baby you're not here with me \nAnd I keep calling calling \nKeep calling cause\n\nNow my heart awakes to the sound of silence \nAnd it beats to the sound of silence \nAnd it beats to the sound of silence \nNow my heart awakes to the sound of silence \nAnd it beats to the sound of silence \nAnd it beats to the sound of silence\n\nGetting hard to break through the madness \nYou're not here it never makes sense \nTidal waves of tears are crashing \nNo one here to save me drowning \nCause baby you're not here with me \nAnd I keep calling calling \nKeep calling cause\n\nNow my heart awakes to the sound of silence \nAnd it beats to the sound of silence \nAnd it beats to the sound of silence \nNow my heart awakes to the sound of silence \nAnd it beats to the sound of silence \nAnd it beats to the sound of silence\n\nI know I'm stronger and I'm capable\nI know it's all in my head\nBut I keep calling calling\nCalling calling\n\nNow my heart awakes to the sound of silence \nAnd it beats to the sound of silence \nAnd it beats to the sound of silence \nNow my heart awakes to the sound of silence \nAnd it beats to the sound of silence \nAnd it beats to the sound of silence,https://youtube.com/watch?v=5ymFX91HwM0,,2016-au,0.104885057471264,0.13136288998358,0.0784072249589491,15944852,20160514,109632,12000,Dami Im - Sound Of Silence ðŸ‡¦ðŸ‡º Australia - Grand Final - Eurovision 2016,0.0124848443192801,16,12,20,4,40,49,Accurate
2018,cy,Cyprus,Eleni Foureira,Fuego,2,1,25,19,2,436,2,262,253,183,173,89,Alex Papaconstantinou;Anderz Wrethov;Didrick;Geraldo Sandell;Viktor Svensson,Anderz Wrethov;Didrick;Geraldo Sandell;Viktor Svensson,"Take a dive\nInto my eyes\nYeah the eyes of lioness\nFeel the power \nThey ain't lying\n\nA little look\nA little touch\nYou know the power of silence\nYeah keep it up keep it up\n\nI was looking for some high high highs yeah\nTill I got a doze of you \nYou got me pelican fly fly flyin'\n\nCoz I'm way up and I ain't comin' down, keep taking me higher \nAh yeah ah yeah ah yeah yeah ah yeah ah yeah\nCoz I'm burning up and I ain't coolin' down, yeah I got the the fire \nAh yeah ah yeah ah yeah yeah ah yeah ah yeah\n\nFuego\nFuego\nAh yeah ah yeah ah yeah yeah ah yeah ah yeah\nFuego\n\nTake me in\nTake a breath\nAin't no hidden agenda\nWhat u see is what u get\n\nI was looking for some high high highs yeah\nTill I got a doze of you \nYou got me pelican fly fly flyin'\n\nCoz I'm way up and I ain't comin' down, keep taking me higher \nAh yeah ah yeah ah yeah yeah ah yeah ah yeah\nCoz I'm burning up and I ain't coolin' down, yeah I got the the fire \nAh yeah ah yeah ah yeah yeah ah yeah ah yeah\n\nFuego\nFuego\nAh yeah ah yeah ah yeah yeah ah yeah ah yeah\nFuego\n\nOh your love is like wild wild fire\nU got me pelican fly fly flyin'\n\nCoz I'm way up and I ain't comin' down, keep taking me higher \nAh yeah ah yeah ah yeah yeah ah yeah ah yeah\nCoz I'm burning up and I ain't coolin' down, yeah I got the the fire \nAh yeah ah yeah ah yeah yeah ah yeah ah yeah\n\nFuego\nFuego\nAh yeah ah yeah ah yeah yeah ah yeah ah yeah",https://youtube.com/watch?v=vyDTbJ4wenY,,2018-cy,0.0874097834803528,0.0733761026463513,0.101443464314354,48217158,20180512,332725,24000,Eleni Foureira - Fuego - Cyprus - LIVE - Grand Final - Eurovision 2018,0.0377541109286013,4,22,20,32,24,59,"Fixed, 0 was incorrect"
2017,bg,Bulgaria,Kristian Kostov,Beautiful Mess,2,2,25,15,2,615,1,403,337,278,204,199,Alex Omar;Alexander V. Blay;Borislav Milanov;Joacim Persson;Sebastian Arman,,"When the world shakes us\nTrying to take us out of line\nFear of tomorrow\nFeelings we borrow for a time\n\nWater so deep, how do we breathe?\nHow do we climb?\nSo we stay in this mess\nThis beautiful mess tonight\n\nAnd we don't have a thing to lose\nNo matter what they say or do\nI don't want nothing more\nOur love is untouchable\n\nEven in the line of fire\nWhen everything is on the wire\nEven up against the wall\nOur love is untouchable\n\nOur love is untouchable\n\nWhen the colours turn grey\nAnd the lights all fade to black again\nWe're in over our heads\nBut somehow we make it back again\n\nWater so deep, how do we breathe?\nHow do we climb?\nSo we stay in this mess\nThis beautiful mess tonight\n\nAnd we don't have a thing to lose\nNo matter what they say or do\nI don't want nothing more\nOur love is untouchable\n\nEven in the line of fire\nWhen everything is on the wire\nEven up against the wall\nOur love is untouchable\n\nEven in the line of fire\nWhen everything is on the wire\nEven up against the wall\nOur love is untouchable",https://youtube.com/watch?v=OMmm-G078LM,,2017-bg,0.126231527093596,0.114121510673235,0.138341543513957,6284126,20170513,106223,8500,Kristian Kostov - Beautiful Mess (Bulgaria) LIVE at the 2017 Eurovision Song Contest,0.00492048059102337,46,5,20.6666666666667,7,9,50,ccurate
2016,ru,Russia,Sergey Lazarev,You Are the Only One,3,1,18,9,3,491,1,342,361,130,194,148,Dimitris Kontopoulos;Philipp Kirkorov,John Ballard;Ralph Charlie,"We can never let the word be unspoken\nWe will never let our loving go, come undone\nEverything we had is staying unbroken, oh\nYou will always be the only one\n\nâ€‹You're the only one\nâ€‹\nâ€‹Won't ever give up 'cause you're â€‹still somewhere out there\nNothing or no one's gonna keep us apart\nâ€‹Breaking it down but I'm still getting nowhere\nâ€‹Won't stop, hold on\n\nâ€‹Thunder and lightning, it's getting exciting\nâ€‹Lights up the skyline to show where you are\nâ€‹My love is rising, the story's unwinding\nâ€‹Together we'll make it and reach for the stars\n\nâ€‹You're the only one, you're my only one\nâ€‹You're my life, every breath that I take\nâ€‹Unforgettable, so unbelievable\nâ€‹You're the only one, my only one\n\nâ€‹I could have told you to slow down and stay down\nâ€‹I could have told you a secret, won't you keep it now?\nâ€‹Thinking of making a showdown when love is found\nâ€‹Thinking of waiting till you're around\nâ€‹\nâ€‹â€‹Won't ever give up 'cause you're â€‹still somewhere out there\nNothing or no one's gonna keep us apart\nâ€‹Breaking it down but I'm still getting nowhere\nâ€‹Won't stop, hold on\n\nâ€‹Thunder and lightning, it's getting exciting\nâ€‹Lights up the skyline to show where you are\nâ€‹My love is rising, the story's unwinding\nâ€‹Together we'll make it and reach for the stars\n\nâ€‹You're the only one, you're my only one\nâ€‹You're my life, every breath that I take\nâ€‹Unforgettable, so unbelievable\nâ€‹You're the only one, my only one\n\nYou're my only one\n\nâ€‹Thunderâ€¦ (and lightning)\n(It's getting exciting) It's getting excitingâ€¦\n(â€‹Lights up the skyline to show where you are)\nTo show where you areâ€¦\n\n(â€‹You're the only one) You're my only one\nâ€‹You're my life, every breath that I take\nâ€‹Unforgettable, so unbelievable\nâ€‹You're the only one, my only one",https://youtube.com/watch?v=e94dst20C9Y,,2016-ru,0.100779967159278,0.0533661740558292,0.148193760262726,50947241,20160514,529570,42000,Sergey Lazarev - You Are The Only One - ðŸ‡·ðŸ‡º Russia - Grand Final - Eurovision 2016,0.0398917702329155,3,16,20.8333333333333,54.5,5,49,"Fixed, 0 was incorrect"
2006,lt,Lithuania,LT United,We Are The Winners,6,0,14,18,6,162,5,163,,,,,Andrius Mamontovas;Saulius 'Samas' UrbonaviÄius,Andrius Mamontovas;Viktoras Diawara,"We are the winners (We are, we are)\nWe are the winners (We are, we are)\n\nWe are the winners of Eurovision\n(We are, we are, we are, we are)\nWe are the winners of Eurovision\n(We are, we are, we are, we are)\n\nYeah, so you gotta vote (vote), vote (vote)\nVote for the winners\nVote (vote), vote (vote)\nVote for the winners\n(Ooh...)\n\nWe are the winners of Eurovision\nDe Vilnius city Ã  Paris, LT United ici\nWe are the winners of Eurovision\nNous chantons la mÃªme chanson\nWe got it goin' on\n\nYeah, every day you hear us on the radio (Yeah)\nAnd every day you see us on the news (That's right)\nIt doesn't matter, in mono or in stereo (Better in stereo)\n'Cause we are here to represent the truth\n\nWe are the winners of Eurovision\n(We are, we are, we are, we are)\nWe are the winners of Eurovision\n(We are, we are, we are, we are)\nGo, baby\n\nWe are the winners of Eurovision\n(We are, we are, we are, we are)\nWe are the winners of Eurovision\n(We are, we are, we are, we are)\n\nAh... we are the winners of Eurovision\n(We are the winners of Eurovision)\nWe are the winners of Eurovision\n(We are the winners of Eurovision)\n\nSo you gotta vote (vote), vote (vote)\nVote for the winners\nVote (vote), vote (vote)\nVote for the winners\n\n'Cause we are the winners of Eurovision\nVote!",https://youtube.com/watch?v=DBAdOlQPbwg,,2006-lt,0.073502722323049,,,1964630,20130417,19628,2200,LT United - We Are The Winners - ðŸ‡±ðŸ‡¹ Lithuania - Grand Final - Eurovision 2006,0.00595244735562459,22,21,21.3333333333333,,,28,Accurate
2013,az,Azerbaijan,Farid Mammadov,Hold Me,2,2,20,4,2,234,1,139,234,234,,,Dimitris Kontopoulos,John Ballard;Ralph Charlie Al Fahel,"Should have seen it coming when I saw you\nShould have had the sense to stop and walk away\nIt was gonna turn out complicated\nWe've hit overload, about to explode\n\nIf love was a mountain\nI'd climb up to the highest of them all\nI'd swim across the ocean if you'd call\nI'm lost in your smile\nFreefalling for miles\n\nHold me, just unfold me\nUnchain my soul, give me love, make me whole\nHold me, if it's only for this moment in time\nNow I'm yours and you're mine\nSo hold me\n\nTake a little time then you'll know better\nThen to think about giving in on the one you love\nCan we go back and freeze the moment?\nWhere we used to be free, was only you and me\n\nHold me, just unfold me\nUnchain my soul, give me love, make me whole\nHold me, if it's only for this moment in time\nNow I'm yours and you're mine\n\nRemember how we used to laugh\nBut now you're running from the past\nLet's find a way to carry on\nRemember how love used to be\nYou said I was your fantasy\nCan't take another night alone\nSo come on home\n\nHold me, just unfold me\nUnchain my soul, give me love, make me whole\nHold me, if it's only for this moment in time\nNow I'm yours and you're mine\nSo hold me",https://youtube.com/watch?v=iN3d_V7KVLE,,2013-az,0.103448275862069,0.103448275862069,0.103448275862069,2663683,20130518,34856,,Farid Mammadov - Hold Me (Azerbaijan) - LIVE - 2013 Grand Final,0.00403356823628678,48,11,21.8333333333333,7,10.5,33,"Fixed, was missing"
2006,se,Sweden,Carola,Invincible,5,0,22,20,5,170,4,214,,,,,Bobby Ljunggren;Henrik WikstrÃ¶m;Thomas G:son,Carola HÃ¤ggkvist;Thomas G:son,"Never gonna run away, I'm not gonna hide\nI know just what I feel inside\nOh... nothing's gonna make a change, forever with you\nYou're always by my side\nYou're always on my mind\n\nInvincible â€“ one love supreme\nUnbreakable â€“ one land of dreams\nTwo hearts unite â€“ insatiable\nThis love tonight â€“ invincible\n\nLove is like a miracle invading your heart\nAnd when it strikes, it hits you hard\nWhoa... and when it's comin' over you, you won't let it go\nI'm always on your side (Always on your side)\nYou're always on my mind\n\nInvincible â€“ one love supreme\nUnbreakable â€“ one land of dreams\nTwo hearts unite â€“ insatiable\nThis love tonight â€“ invincible\n\nI'm always on your side (Always on your side)\nYou're always on my mind\n\n(Invincible) Oh... invincible\nUnbreakable â€“ one land of dreams, a land of dreams\nTwo hearts unite â€“ insatiable\nThis love tonight â€“ invincible\n\nThis love tonight â€“ invincible",https://youtube.com/watch?v=vFu5y0nP-RQ,,2006-se,0.0771324863883848,,,1235806,20130417,4847,621,Carola - Invincible (Sweden) 2006 Final,0.00374425217815314,27,20,22.3333333333333,,,33,Accurate
