person_a,person_a_role,person_b,person_b_role,year,country,performance_id
Iolanda,artist,Luar,composers,2024,PT,2024-pt
Iolanda,artist,Iolanda Costa,lyricists,2024,PT,2024-pt
Iolanda,artist,Telmo Leite,dancers,2024,PT,2024-pt
Luar,composers,Iolanda Costa,lyricists,2024,PT,2024-pt
Luar,composers,Telmo Leite,dancers,2024,PT,2024-pt
Iolanda Costa,lyricists,Telmo Leite,dancers,2024,PT,2024-pt
Marina Satti,artist,OGE,composers,2024,GR,2024-gr
Marina Satti,artist,Vlospa,lyricists,2024,GR,2024-gr
Marina Satti,artist,Erasmia Markidi,backings,2024,GR,2024-gr
Marina Satti,artist,"Fokas Evangelinos, Mecnun Giasar",stageDirector,2024,GR,2024-gr
Marina Satti,artist,Yasin Ao,dancers,2024,GR,2024-gr
OGE,composers,Vlospa,lyricists,2024,GR,2024-gr
OGE,composers,Erasmia Markidi,backings,2024,GR,2024-gr
OGE,composers,"Fokas Evangelinos, Mecnun Giasar",stageDirector,2024,GR,2024-gr
OGE,composers,Yasin Ao,dancers,2024,GR,2024-gr
Vlospa,lyricists,Erasmia Markidi,backings,2024,GR,2024-gr
Vlospa,lyricists,"Fokas Evangelinos, Mecnun Giasar",stageDirector,2024,GR,2024-gr
Vlospa,lyricists,Yasin Ao,dancers,2024,GR,2024-gr
Erasmia Markidi,backings,"Fokas Evangelinos, Mecnun Giasar",stageDirector,2024,GR,2024-gr
Erasmia Markidi,backings,Yasin Ao,dancers,2024,GR,2024-gr
"Fokas Evangelinos, Mecnun Giasar",stageDirector,Yasin Ao,dancers,2024,GR,2024-gr
Tali,artist,Manon Romiti,composers,2024,LU,2024-lu
Tali,artist,Silvio Lisbonne,lyricists,2024,LU,2024-lu
Tali,artist,Simi Simoes,dancers,2024,LU,2024-lu
Tali,artist,German Nenov,stageDirector,2024,LU,2024-lu
Manon Romiti,composers,Silvio Lisbonne,lyricists,2024,LU,2024-lu
Manon Romiti,composers,Simi Simoes,dancers,2024,LU,2024-lu
Manon Romiti,composers,German Nenov,stageDirector,2024,LU,2024-lu
Silvio Lisbonne,lyricists,Simi Simoes,dancers,2024,LU,2024-lu
Silvio Lisbonne,lyricists,German Nenov,stageDirector,2024,LU,2024-lu
Simi Simoes,dancers,German Nenov,stageDirector,2024,LU,2024-lu
Silvester Belt,artist,Silvestras Beltė,composers,2024,LT,2024-lt
Silvester Belt,artist,Silvestras Beltė,lyricists,2024,LT,2024-lt
Silvester Belt,artist,Nerijus Trilikauskas,dancers,2024,LT,2024-lt
Silvester Belt,artist,Monika Švilpaitė,backings,2024,LT,2024-lt
Silvester Belt,artist,"Norvydas Genys, Povilas Varvuolis",stageDirector,2024,LT,2024-lt
Silvestras Beltė,composers,Silvestras Beltė,lyricists,2024,LT,2024-lt
Silvestras Beltė,composers,Nerijus Trilikauskas,dancers,2024,LT,2024-lt
Silvestras Beltė,composers,Monika Švilpaitė,backings,2024,LT,2024-lt
Silvestras Beltė,composers,"Norvydas Genys, Povilas Varvuolis",stageDirector,2024,LT,2024-lt
Silvestras Beltė,lyricists,Nerijus Trilikauskas,dancers,2024,LT,2024-lt
Silvestras Beltė,lyricists,Monika Švilpaitė,backings,2024,LT,2024-lt
Silvestras Beltė,lyricists,"Norvydas Genys, Povilas Varvuolis",stageDirector,2024,LT,2024-lt
Nerijus Trilikauskas,dancers,Monika Švilpaitė,backings,2024,LT,2024-lt
Nerijus Trilikauskas,dancers,"Norvydas Genys, Povilas Varvuolis",stageDirector,2024,LT,2024-lt
Monika Švilpaitė,backings,"Norvydas Genys, Povilas Varvuolis",stageDirector,2024,LT,2024-lt
Silia Kapsis,artist,Victoria Halkiti,writers,2024,CY,2024-cy
Silia Kapsis,artist,Thomas Hegnet,lyricists,2024,CY,2024-cy
Silia Kapsis,artist,Victoria Halkiti,backings,2024,CY,2024-cy
Silia Kapsis,artist,"Martin Daugaard, Sebastian Laurentius Nielsen, Theo B. Kofoed, Thomas Hegnet",stageDirector,2024,CY,2024-cy
Silia Kapsis,artist,Thomas Hegnet,dancers,2024,CY,2024-cy
Victoria Halkiti,writers,Thomas Hegnet,lyricists,2024,CY,2024-cy
Victoria Halkiti,writers,Victoria Halkiti,backings,2024,CY,2024-cy
Victoria Halkiti,writers,"Martin Daugaard, Sebastian Laurentius Nielsen, Theo B. Kofoed, Thomas Hegnet",stageDirector,2024,CY,2024-cy
Victoria Halkiti,writers,Thomas Hegnet,dancers,2024,CY,2024-cy
Thomas Hegnet,lyricists,Victoria Halkiti,backings,2024,CY,2024-cy
Thomas Hegnet,lyricists,"Martin Daugaard, Sebastian Laurentius Nielsen, Theo B. Kofoed, Thomas Hegnet",stageDirector,2024,CY,2024-cy
Thomas Hegnet,lyricists,Thomas Hegnet,dancers,2024,CY,2024-cy
Victoria Halkiti,backings,"Martin Daugaard, Sebastian Laurentius Nielsen, Theo B. Kofoed, Thomas Hegnet",stageDirector,2024,CY,2024-cy
Victoria Halkiti,backings,Thomas Hegnet,dancers,2024,CY,2024-cy
"Martin Daugaard, Sebastian Laurentius Nielsen, Theo B. Kofoed, Thomas Hegnet",stageDirector,Thomas Hegnet,dancers,2024,CY,2024-cy
Dons,artist,Liam Geddes,writers,2024,LV,2024-lv
Dons,artist,Liam Geddes,backings,2024,LV,2024-lv
Liam Geddes,writers,Liam Geddes,backings,2024,LV,2024-lv
Teya Dora,artist,Teya Dora,composers,2024,RS,2024-rs
Teya Dora,artist,Teya Dora,lyricists,2024,RS,2024-rs
Teya Dora,composers,Teya Dora,lyricists,2024,RS,2024-rs
Windows95man,artist,Teri Mantere,backings,2024,FI,2024-fi
Windows95man,artist,Teemu Keisteri,writers,2024,FI,2024-fi
Windows95man,artist,Jesse Wijnans,dancers,2024,FI,2024-fi
Teri Mantere,backings,Teemu Keisteri,writers,2024,FI,2024-fi
Teri Mantere,backings,Jesse Wijnans,dancers,2024,FI,2024-fi
Teemu Keisteri,writers,Jesse Wijnans,dancers,2024,FI,2024-fi
5miinust & Puuluup,artist,Ramo Teder,composers,2024,EE,2024-ee
5miinust & Puuluup,artist,Ramo Teder,lyricists,2024,EE,2024-ee
Ramo Teder,composers,Ramo Teder,lyricists,2024,EE,2024-ee
Nutsa Buzaladze,artist,Darko Dimitrov,writers,2024,GE,2024-ge
Nutsa Buzaladze,artist,Sagiv Karpel,stageDirector,2024,GE,2024-ge
Nutsa Buzaladze,artist,Nicolas de Souza,dancers,2024,GE,2024-ge
Darko Dimitrov,writers,Sagiv Karpel,stageDirector,2024,GE,2024-ge
Darko Dimitrov,writers,Nicolas de Souza,dancers,2024,GE,2024-ge
Sagiv Karpel,stageDirector,Nicolas de Souza,dancers,2024,GE,2024-ge
Nebulossa,artist,Mark Dasousa,backings,2024,ES,2024-es
Nebulossa,artist,Mark Dasousa,composers,2024,ES,2024-es
Nebulossa,artist,Mark Dasousa,lyricists,2024,ES,2024-es
Nebulossa,artist,Iosu Martínez,dancers,2024,ES,2024-es
Nebulossa,artist,"Israel Reyes, Juan Sebastián",stageDirector,2024,ES,2024-es
Mark Dasousa,backings,Mark Dasousa,composers,2024,ES,2024-es
Mark Dasousa,backings,Mark Dasousa,lyricists,2024,ES,2024-es
Mark Dasousa,backings,Iosu Martínez,dancers,2024,ES,2024-es
Mark Dasousa,backings,"Israel Reyes, Juan Sebastián",stageDirector,2024,ES,2024-es
Mark Dasousa,composers,Mark Dasousa,lyricists,2024,ES,2024-es
Mark Dasousa,composers,Iosu Martínez,dancers,2024,ES,2024-es
Mark Dasousa,composers,"Israel Reyes, Juan Sebastián",stageDirector,2024,ES,2024-es
Mark Dasousa,lyricists,Iosu Martínez,dancers,2024,ES,2024-es
Mark Dasousa,lyricists,"Israel Reyes, Juan Sebastián",stageDirector,2024,ES,2024-es
Iosu Martínez,dancers,"Israel Reyes, Juan Sebastián",stageDirector,2024,ES,2024-es
Raiven,artist,Sara Briški Cirman,composers,2024,SI,2024-si
Raiven,artist,Sara Briški Cirman,lyricists,2024,SI,2024-si
Raiven,artist,Matteo Moretto,dancers,2024,SI,2024-si
Raiven,artist,Nejc Levstik,stageDirector,2024,SI,2024-si
Sara Briški Cirman,composers,Sara Briški Cirman,lyricists,2024,SI,2024-si
Sara Briški Cirman,composers,Matteo Moretto,dancers,2024,SI,2024-si
Sara Briški Cirman,composers,Nejc Levstik,stageDirector,2024,SI,2024-si
Sara Briški Cirman,lyricists,Matteo Moretto,dancers,2024,SI,2024-si
Sara Briški Cirman,lyricists,Nejc Levstik,stageDirector,2024,SI,2024-si
Matteo Moretto,dancers,Nejc Levstik,stageDirector,2024,SI,2024-si
Kaleen,artist,Thomas Stengaard,composers,2024,AT,2024-at
Kaleen,artist,Thomas Stengaard,lyricists,2024,AT,2024-at
Kaleen,artist,"Dan Shipton, Marvin Dietmann",stageDirector,2024,AT,2024-at
Kaleen,artist,Luca Rainbow,dancers,2024,AT,2024-at
Thomas Stengaard,composers,Thomas Stengaard,lyricists,2024,AT,2024-at
Thomas Stengaard,composers,"Dan Shipton, Marvin Dietmann",stageDirector,2024,AT,2024-at
Thomas Stengaard,composers,Luca Rainbow,dancers,2024,AT,2024-at
Thomas Stengaard,lyricists,"Dan Shipton, Marvin Dietmann",stageDirector,2024,AT,2024-at
Thomas Stengaard,lyricists,Luca Rainbow,dancers,2024,AT,2024-at
"Dan Shipton, Marvin Dietmann",stageDirector,Luca Rainbow,dancers,2024,AT,2024-at
Gåte,artist,Sveinung Eklo Sundli,writers,2024,NO,2024-no
Gåte,artist,Mona Berntsen,stageDirector,2024,NO,2024-no
Sveinung Eklo Sundli,writers,Mona Berntsen,stageDirector,2024,NO,2024-no
Electric Fields,artist,Simi Vuata,backings,2024,AU,2024-au
Electric Fields,artist,Zaachariaha Fielding,composers,2024,AU,2024-au
Electric Fields,artist,Zaachariaha Fielding,lyricists,2024,AU,2024-au
Electric Fields,artist,Paul Clarke,stageDirector,2024,AU,2024-au
Simi Vuata,backings,Zaachariaha Fielding,composers,2024,AU,2024-au
Simi Vuata,backings,Zaachariaha Fielding,lyricists,2024,AU,2024-au
Simi Vuata,backings,Paul Clarke,stageDirector,2024,AU,2024-au
Zaachariaha Fielding,composers,Zaachariaha Fielding,lyricists,2024,AU,2024-au
Zaachariaha Fielding,composers,Paul Clarke,stageDirector,2024,AU,2024-au
Zaachariaha Fielding,lyricists,Paul Clarke,stageDirector,2024,AU,2024-au
Aiko,artist,Nikol Držmíšková,backings,2024,CZ,2024-cz
Aiko,artist,Steven Ansell,composers,2024,CZ,2024-cz
Aiko,artist,Steven Ansell,lyricists,2024,CZ,2024-cz
Aiko,artist,"Matyáš Vorda, Vítek Bělohradský",stageDirector,2024,CZ,2024-cz
Aiko,artist,Lus Juklova,dancers,2024,CZ,2024-cz
Nikol Držmíšková,backings,Steven Ansell,composers,2024,CZ,2024-cz
Nikol Držmíšková,backings,Steven Ansell,lyricists,2024,CZ,2024-cz
Nikol Držmíšková,backings,"Matyáš Vorda, Vítek Bělohradský",stageDirector,2024,CZ,2024-cz
Nikol Držmíšková,backings,Lus Juklova,dancers,2024,CZ,2024-cz
Steven Ansell,composers,Steven Ansell,lyricists,2024,CZ,2024-cz
Steven Ansell,composers,"Matyáš Vorda, Vítek Bělohradský",stageDirector,2024,CZ,2024-cz
Steven Ansell,composers,Lus Juklova,dancers,2024,CZ,2024-cz
Steven Ansell,lyricists,"Matyáš Vorda, Vítek Bělohradský",stageDirector,2024,CZ,2024-cz
Steven Ansell,lyricists,Lus Juklova,dancers,2024,CZ,2024-cz
"Matyáš Vorda, Vítek Bělohradský",stageDirector,Lus Juklova,dancers,2024,CZ,2024-cz
Luna,artist,Marta Dywicka,backings,2024,PL,2024-pl
Luna,artist,Paul Dixon,composers,2024,PL,2024-pl
Luna,artist,Paul Dixon,lyricists,2024,PL,2024-pl
Luna,artist,Jerry Reeve,stageDirector,2024,PL,2024-pl
Luna,artist,Julia Żytko,dancers,2024,PL,2024-pl
Marta Dywicka,backings,Paul Dixon,composers,2024,PL,2024-pl
Marta Dywicka,backings,Paul Dixon,lyricists,2024,PL,2024-pl
Marta Dywicka,backings,Jerry Reeve,stageDirector,2024,PL,2024-pl
Marta Dywicka,backings,Julia Żytko,dancers,2024,PL,2024-pl
Paul Dixon,composers,Paul Dixon,lyricists,2024,PL,2024-pl
Paul Dixon,composers,Jerry Reeve,stageDirector,2024,PL,2024-pl
Paul Dixon,composers,Julia Żytko,dancers,2024,PL,2024-pl
Paul Dixon,lyricists,Jerry Reeve,stageDirector,2024,PL,2024-pl
Paul Dixon,lyricists,Julia Żytko,dancers,2024,PL,2024-pl
Jerry Reeve,stageDirector,Julia Żytko,dancers,2024,PL,2024-pl
Saba,artist,Melanie Wehbe,backings,2024,DK,2024-dk
Saba,artist,Pil Kalinka Nygaard Jeppesen,composers,2024,DK,2024-dk
Saba,artist,Pil Kalinka Nygaard Jeppesen,lyricists,2024,DK,2024-dk
Melanie Wehbe,backings,Pil Kalinka Nygaard Jeppesen,composers,2024,DK,2024-dk
Melanie Wehbe,backings,Pil Kalinka Nygaard Jeppesen,lyricists,2024,DK,2024-dk
Pil Kalinka Nygaard Jeppesen,composers,Pil Kalinka Nygaard Jeppesen,lyricists,2024,DK,2024-dk
Natalia Barbu,artist,Natalia Barbu,composers,2024,MD,2024-md
Natalia Barbu,artist,Natalia Barbu,lyricists,2024,MD,2024-md
Natalia Barbu,composers,Natalia Barbu,lyricists,2024,MD,2024-md
Mustii,artist,Pierre Dumoulin,composers,2024,BE,2024-be
Mustii,artist,Nina Sampermans,lyricists,2024,BE,2024-be
Pierre Dumoulin,composers,Nina Sampermans,lyricists,2024,BE,2024-be
Besa,artist,Sofia Mountassir,backings,2024,AL,2024-al
Besa,artist,Kledi Bahiti,composers,2024,AL,2024-al
Besa,artist,Gia Koka,lyricists,2024,AL,2024-al
Besa,artist,"Fredrik Rydman, Melissa Thompson, Reija Wäre",stageDirector,2024,AL,2024-al
Besa,artist,Yasmin Janatuinen,dancers,2024,AL,2024-al
